src,ref,hyp
"The invention of spoke wheels made Assyrian chariots lighter, faster, and better prepared to outrun soldiers and other chariots.",辐条车轮的发明使亚述战车更加轻便、快速，也更容易超过步兵和其他战车。,"辐条轮的发明使亚述战车更轻、更快，并且更准备超越士兵和其他战车。
辐条轮的发明使亚述战车更轻、更快，并且更能够超越士兵和其他战车。"
"Arrows from their deadly crossbows could penetrate the armor of rival soldiers. About 1000 B.C., the Assyrians introduced the first cavalry.",他们致命的弩箭能够穿透敌军士兵的盔甲。大约公元前1000年，亚述人建立了最早的骑兵部队。,"箭矢可以从他们的致命的弩弓穿透敌军士兵的盔甲。大约在公元前1000年，亚述人引入了第一支骑兵。
箭矢可以从他们的致命弩弓穿透敌军士兵的盔甲。大约在公元前1000年，亚述人引入了第一支骑兵。"
"A cavalry is an army that fights on horseback. The saddle had not yet been invented, so the Assyrian cavalry fought on the bare backs of their horses.",骑兵是指骑马作战的军队。当时马鞍尚未发明，因此亚述骑兵只能骑在没有马鞍的马背上作战。,"一支骑兵部队是一支在马上作战的军队。当时鞍子尚未发明，因此亚述骑兵直接骑在马背上作战。
骑兵是一种在马上作战的军队。当时鞍子尚未发明，因此亚述骑兵直接骑在马背上作战。"
"We know many Greek politicians, scientists, and artists. Possibly the most known person of this culture is Homer, the legendary blind poet, who composed two masterpieces of Greek literature: the poems Iliad and Odyssey.",我们了解许多希腊政治家、科学家和艺术家。这个文化中最著名的人物可能是传奇盲人诗人荷马，他创作了希腊文学的两部杰作：《伊利亚特》和《奥德赛》。,我们认识许多希腊的政界人士、科学家和艺术家。在这个文化中，最著名的人物可能是荷马，这位传奇的盲诗人，创作了两部希腊文学的杰作：史诗《伊利亚特》和《奥德赛》。
Sophocles and Aristophanes are still popular playwrights and their plays are considered to be among the greatest works of world literature.,索福克勒斯和阿里斯托芬至今仍是著名剧作家，他们的戏剧被认为是世界文学中最伟大的作品之一。,索福克勒斯和阿里斯托芬仍然是受欢迎的剧作家，他们的戏剧被视为世界文学中最伟大的作品之一。
"Another famous Greek is a mathematician Pythagoras, mostly known for his famous theorem about relations of the sides of right triangles.",另一位著名的希腊人是数学家毕达哥拉斯，他主要因提出关于直角三角形边长关系的著名定理而闻名。,另一位著名的希腊人是数学家毕达哥拉斯，他最著名的是关于直角三角形边的关系定理。
There are varying estimates for how many people speak Hindi. It is estimated to be between the second and fourth most commonly spoken language in the world.,关于印地语使用者的人数有不同估计。据估计，印地语是世界上使用人数排名第二至第四的语言。,对于说印地语的人数，有不同的估计。估计该语言是世界上使用人数第二至第四多的语言。
The number of native speakers varies depending on whether or not very closely related dialects are counted.,母语使用者数量会因是否将关系非常密切的方言计算在内而有所不同。,原来说的方言是否被算作一种语言，这会影响母语者人数的多少。
"Estimates range from 340 million to 500 million speakers, and as many as 800 million people can understand the language.",据估计，印地语使用者人数约为3.4亿至5亿，而能够理解这种语言的人数多达8亿。,估计有3400万到5000万使用者，多达8亿人能够理解这种语言。
"Hindi and Urdu are similar in vocabulary but different in script; in everyday conversations, speakers of both languages can usually understand each other.",印地语和乌尔都语在词汇方面相似，但书写系统不同；在日常交流中，两种语言的使用者通常能够相互理解。,印度语和乌尔都语在词汇上相似，但书写系统不同；在日常对话中，这两种语言的使用者通常能够互相理解。
"Around the 15th century, northern Estonia was under great cultural influence of Germany.",15世纪前后，爱沙尼亚北部深受德国文化的影响。,15世纪左右，爱沙尼亚北部在德国文化影响下发生了巨大变化。
"Some German monks wanted to bring God closer to the native people, so they invented the Estonian literal language.",一些德国修道士希望让上帝更贴近当地民众，因此创造了爱沙尼亚书面语言。,一些德国僧侣想要让上帝更接近当地人，因此他们发明了爱沙尼亚语。
"It was based on the German alphabet and one character ""Õ/õ"" was added.",它以德文字母表为基础，并增加了一个字母“Õ/õ”。,"它基于德语字母表，增加了一个字符""Õ/õ""。"
"As time passed, many words that were borrowed from German coalesced. This was the beginning of enlightenment.",随着时间推移，许多借自德语的词汇逐渐融合，这标志着启蒙运动的开始。,时光流逝，许多借自德语的词汇逐渐融合。这标志着启蒙时代的开端。
"Traditionally, the heir to the throne would go straight into the military after finishing school.",传统上，王位继承人在完成学业后会直接进入军队服役。,传统上，王位继承人完成学业后会直接进入军队。
"However, Charles went to university at Trinity College, Cambridge where he studied Anthropology and Archaeology, and later History, earning a 2:2 (a lower second class degree).",然而，查尔斯进入剑桥大学三一学院学习，先后研修人类学、考古学和历史学，并获得了二等二级学位（较低的二等学位）。,"然而，查尔斯进入剑桥大学三一学院学习，主修人类学与考古学，后转为历史，获得二等二级学位（较低的二类学位）。
然而，查尔斯进入剑桥大学三一学院学习，主修人类学与考古学，后转为历史，获得二等二类学位（较低的二类学位）。"
Charles was the first member of the British Royal Family to be awarded a degree.,查尔斯是英国王室中第一位获得大学学位的成员。,查尔斯是首位获得学位的英国王室成员。
European Turkey (eastern Thrace or Rumelia in the Balkan peninsula) includes 3% of the country.,欧洲部分的土耳其（巴尔干半岛上的东色雷斯或鲁米利亚）占该国国土面积的3%。,"欧洲土耳其（巴尔干半岛的东色雷斯或鲁米利亚）占该国的3%。
欧洲土耳其（东色雷斯或巴尔干半岛的鲁米利亚）占该国的3%。"
"The territory of Turkey is more than 1,600 kilometres (1,000 mi) long and 800 km (500 mi) wide, with a roughly rectangular shape.",土耳其领土长1600多公里（1000英里），宽800公里（500英里），大致呈矩形。,"土耳其的领土长1,600公里（1,000英里），宽800公里（500英里），近似矩形。"
"Turkey's area, including lakes, occupies 783,562 square kilometres (300,948 sq mi), of which 755,688 square kilometres (291,773 sq mi) are in south west Asia and 23,764 square kilometres (9,174 sq mi) in Europe.","土耳其国土面积（包括湖泊）为783,562平方公里（300,948平方英里），其中755,688平方公里（291,773平方英里）位于西南亚，23,764平方公里（9,174平方英里）位于欧洲。","土耳其的总面积包括湖泊在内为783,562平方公里（300,948平方英里），其中755,688平方公里（291,773平方英里）位于西南亚，23,764平方公里（9,174平方英里）位于欧洲。"
"Turkey's area makes it the world's 37th-largest country, and is about the size of Metropolitan France and the United Kingdom combined.",土耳其面积位居世界第37位，约相当于法国本土和英国面积之和。,土耳其的国土面积使其成为世界第37大的国家，其面积大约相当于法国和英国的总面积。
"Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south.",土耳其三面环海：西临爱琴海，北临黑海，南临地中海。,土耳其被海洋包围着三面：西边是爱琴海，北边是黑海，南边是地中海。
Luxembourg has a long history but its independence dates from 1839.,卢森堡历史悠久，但其独立地位始于1839年。,卢森堡有着悠久的历史，但其独立地位始于1839年。
Present-day parts of Belgium were part of Luxembourg in the past but became Belgian after the 1830s Belgian Revolution.,如今比利时的部分地区过去曾属于卢森堡，但在19世纪30年代比利时革命后成为比利时领土。,比利时现行部分曾属于卢森堡，但在19世纪30年代比利时革命后成为比利时的一部分。
Luxembourg has always tried to remain a neutral country but it was occupied in both World War I and World War II by Germany.,卢森堡一直努力保持中立国地位，但在第一次世界大战和第二次世界大战期间均被德国占领。,卢森堡一直试图保持中立，但在第一次世界大战和第二次世界大战中都曾被德国占领。
In 1957 Luxembourg became a founding member of the organization which is today known as the European Union.,1957年，卢森堡成为如今称为欧盟的这一组织的创始成员国。,1957年，卢森堡成为该组织的创始成员国，该组织今天被称为欧盟。
The Drukgyal Dzong is a ruined fortress and Buddhist monastery in the upper part of the Paro District (in Phondey Village).,朱克杰宗（Drukgyal Dzong）是一座废弃的堡垒和佛教寺院，位于帕罗宗上部地区（方德村）。,Drukgyal Dzong 是一座被毁的堡垒和佛教修道院，位于帕罗区上部（丰德耶村）。
"It is said that in 1649, Zhabdrung Ngawang Namgyel created the fortress to commemorate his victory against the Tibetan-Mongol forces.",据说，1649年，夏仲阿旺朗杰（Zhabdrung Ngawang Namgyel）建造了这座堡垒，以纪念他战胜藏蒙联军的胜利。,据说1649年，扎布龙仁青南杰为纪念战胜藏蒙联军而建造了这座堡垒。
"In 1951, a fire caused for only some of the relics of the Drukgyal Dzong to remain, such as the image of Zhabdrung Ngawang Namgyal.",1951年，一场大火使朱克杰宗仅留下少量遗迹，例如夏仲阿旺朗杰的塑像。,1951年，一场大火仅使德鲁克加尔宗的部分文物得以幸存，例如扎布东格·南喀那木加尔的画像。
"After the fire, the fortress was preserved and protected, remaining to be one of Bhutan's most sensational attractions.",火灾后，这座堡垒得到保存和保护，至今仍是不丹最引人注目的景点之一。,大火之后，这座堡垒得以保存并受到保护，至今仍是不丹最引人注目的景点之一。
"During the 18th century Cambodia found itself squeezed between two powerful neighbors, Thailand and Vietnam.",18世纪的柬埔寨处于两个强大邻国——泰国和越南之间的夹缝中。,18世纪，柬埔寨发现自己被泰国和越南这两个强国夹在中间。
The Thais invaded Cambodia several times in the 18th century and in 1772 they destroyed Phnom Phen.,18世纪期间，泰国曾多次入侵柬埔寨，并于1772年摧毁了金边。,泰国人在18世纪多次入侵柬埔寨，1772年他们摧毁了金边。
In the last years of the 18th century the Vietnamese also invaded Cambodia.,18世纪末，越南也入侵了柬埔寨。,在18世纪末的最后几年，越南也入侵了柬埔寨。
"Eighteen percent of Venezuelans are unemployed, and most of those who are employed work in the informal economy.",18%的委内瑞拉人处于失业状态，而就业者中的大多数从事非正规经济活动。,18%的委内瑞拉人失业，而大多数就业者从事非正式经济活动。
"Two thirds of Venezuelans who work do so in the service sector, nearly a quarter work in industry and a fifth work in agriculture.",在就业的委内瑞拉人中，三分之二从事服务业，近四分之一从事工业，五分之一从事农业。,百分之六十的委内瑞拉人工作是在服务行业，近四分之一在工业部门工作，五分之一在农业部门工作。
"An important industry for Venezuelans is oil, where the country is a net exporter, even though only one percent work in the oil industry.",石油是委内瑞拉的重要产业之一。该国是石油净出口国，尽管只有1%的人从事石油行业。,对委内瑞拉人来说，石油是一个重要的产业，尽管只有1%的人从事这个行业，该国仍是净出口国。
"Early in the nation's independence, Singapore Botanic Gardens' expertise helped to transform the island into a tropical Garden City.",新加坡独立初期，新加坡植物园凭借其专业知识帮助该岛转变为热带花园城市。,新加坡建国初期，新加坡植物园的专家们帮助将该岛转变为热带花园城市。
"In 1981, Vanda Miss Joaquim, an orchid hybrid, was chosen as the nation's national flower.",1981年，兰花杂交品种卓锦万代兰被选为新加坡国花。,1981年，万达·米斯·乔奎姆，一种兰花杂交种，被选为该国的国花。
"Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.",每年10月左右，近150万只食草动物从北部山区出发，穿越马拉河，前往南部平原迎接雨季。,每年十月份左右，近150万食草动物会从北部山地迁徙到南部平原，穿越马拉河，前往降雨区。
"And then back to the north through the west, once again crossing the Mara river, after the rains in around April.",大约在4月雨季结束后，它们又经由西部返回北方，再次穿越马拉河。,然后向北，再次穿越马拉河，经过四月左右的雨季。
"The Serengeti region contains the Serengeti National Park, the Ngorongoro Conservation Area and Maswa Game Reserve in Tanzania and the Maasai Mara National Reserve in Kenya.",塞伦盖蒂地区包括坦桑尼亚的塞伦盖蒂国家公园、恩戈罗恩戈罗保护区、马斯瓦野生动物保护区，以及肯尼亚的马赛马拉国家保护区。,塞伦盖蒂地区包括坦桑尼亚的塞伦盖蒂国家公园、恩戈罗恩戈罗 conservation 区和马斯瓦游戏保护区，以及肯尼亚的马赛马拉国家保护区。
"Learning to create interactive media requires conventional and traditional skills, as well as tools mastered in interactive classes (storyboarding, audio and video editing, story telling, etc.)",学习制作互动媒体需要掌握传统和常规技能，以及在互动课程中学习的相关工具（如分镜设计、音频和视频编辑、故事叙述等）。,学习创建交互式媒体需要传统的技能以及在交互课程中掌握的工具（如故事板、音频和视频编辑、讲故事等）。
Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways.,互动设计要求你重新审视对媒体制作的假设，并学会以非线性方式思考。,交互设计要求你重新审视对媒体制作的假设，并学会以非线性的方式思考。
"Interactive design requires that components of a project connect to each other, but also make sense as a separate entity.",互动设计要求项目各组成部分相互连接，同时也能够作为独立实体发挥作用。,交互设计要求项目中的各个组件相互连接，同时每个组件本身也要有意义。
The disadvantage of zoom lenses is that the focal complexity and number of lens elements required to achieve a range of focal lengths is much greater than for prime lenses.,变焦镜头的缺点是，为实现不同焦距范围，其焦距设计复杂度以及所需镜片元件数量都远高于定焦镜头。,变焦镜头的缺点在于，要实现多种焦距范围，所需的焦距复杂性和镜片元件数量远大于定焦镜头。
This is becoming less of an issue as lens manufacturers achieve higher standards in lens production.,随着镜头制造商不断提高生产标准，这一问题正在逐渐减轻。,这正逐渐成为一个不那么严重的问题，因为镜头制造商在镜头生产中实现了更高的标准。
This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length.,这使得变焦镜头能够拍摄出与固定焦距镜头质量相当的照片。,这使得变焦镜头能够拍摄出与固定焦距镜头相媲美的画质。
Another disadvantage of zoom lenses is that the maximum aperture (the speed) of the lens is usually lower.,变焦镜头的另一个缺点是其最大光圈（镜头速度）通常较小。,变焦镜头的另一个缺点是，镜头的最大光圈（速度）通常较低。
This makes inexpensive zoom lenses hard to use in low-light conditions without a flash.,这使得廉价变焦镜头在没有闪光灯的情况下难以在低光环境中使用。,这使得在没有闪光灯的情况下，使用廉价变焦镜头在低光条件下变得困难。
One of the most common problems when trying to convert a movie to DVD format is the overscan.,将电影转换为DVD格式时最常见的问题之一是过扫描。,将电影转换为DVD格式时最常见的问题之一是 overscan。
Most televisions are made in a way to please the general public.,大多数电视机的设计都是为了满足普通观众的观看需求。,大多数电视机都是以取悦大众的方式制造的。
"For that reason, everything you see on the TV had the borders cut, top, bottom and sides.",因此，电视上显示的画面通常会裁剪掉顶部、底部和两侧的边缘。,因此，你看到的电视画面的上下左右边框都被裁剪掉了。
This is made to ensure that the image covers the whole screen. That is called overscan.,这样做是为了确保图像覆盖整个屏幕，这种现象称为“过扫描”。,这是为了确保图像覆盖整个屏幕，这种现象称为 overscan。
"Unfortunately, when you make a DVD, it's borders will most likely be cut too, and if the video had subtitles too close to the bottom, they won't be fully shown.",遗憾的是，制作DVD时，画面的边缘也很可能会被裁剪。如果视频中的字幕太靠近底部，就无法完整显示。,很遗憾，当你制作DVD时，边框很可能会被剪掉，如果视频的字幕离底部太近，它们将无法完全显示。
"The traditional medieval castle has long inspired the imagination, conjuring up images of jousts, banquets and Arthurian chivalry.",传统的中世纪城堡长期以来激发着人们的想象，让人联想到骑士比武、盛宴以及亚瑟王时代的骑士精神。,传统的中世纪城堡长期以来激发着人们的想象力，唤起对骑士比武、宴会和亚瑟王传奇的联想。
"Even standing amidst thousand year-old ruins it is easy to bring to mind the sounds and smells of battles long gone, to almost hear the clatter of hooves on the cobbles and to smell the fear rising from the dungeon pits.",即使站在千年古老的废墟中，人们也很容易想起早已消逝的战争场景，仿佛能听见马蹄踏在鹅卵石上的声响，也能闻到从地牢深处散发出的恐惧气息。,即使站在千年的废墟中，也能轻易唤起对久远战役的声音和气味的回忆，几乎能听到马蹄在石板路上的铿锵声，闻到从地牢深坑中升腾而起的恐惧气息。
But is our imagination based on reality? Why were castles built in the first place? How were they designed and built?,但我们的想象是否基于现实？城堡最初为何建造？它们又是如何设计和建造的？,但是我们的想象是基于现实的吗？最初为何要建造城堡？它们是如何被设计和建造的？
"Typical for the period, Kirby Muxloe Castle is more of a fortified house than a true castle.",作为那个时期的典型建筑，基比穆克斯洛城堡（Kirby Muxloe Castle）与其说是真正的城堡，不如说是一座防御性住宅。,典型的例子，Kirby Muxloe Castle 更像一座防御性宅邸，而非真正的城堡。
Its large glazed windows and thin walls would not have been able to resist a determined attack for long.,它的大型玻璃窗和薄墙无法长时间抵御有组织的猛烈攻击。,它的大面积玻璃窗和薄墙无法长时间抵御坚定的攻击。
"In the 1480s, when its construction was begun by Lord Hastings, the country was relatively peaceful and defense was only required against small bands of roving marauders.",15世纪80年代，当黑斯廷斯勋爵开始建造它时，该国相对和平，只需防御小股流窜的劫匪。,15世纪80年代，当哈斯廷斯勋爵开始建造时，该国相对和平，只需防范一些游荡的强盗小股部队。
The balance of power was a system in which European nations sought to maintain the national sovereignty of all European states.,均势是一种欧洲国家试图维护所有欧洲国家主权的体系。,权力平衡是一种体系，欧洲各国通过这一体系旨在维护所有欧洲国家的国家主权。
"The concept was that all European nations had to seek to prevent one nation from becoming powerful, and thus national governments often changed their alliances in order to maintain the balance.",这一理念认为，所有欧洲国家都应防止某一国家变得过于强大，因此各国政府经常调整联盟关系，以维持力量平衡。,该概念是所有欧洲国家必须努力防止一个国家变得过于强大，因此各国政府经常改变联盟以维持力量平衡。
The War of Spanish Succession marked the first war whose central issue was the balance of power.,西班牙王位继承战争标志着第一场以均势问题为核心的战争。,西班牙王位继承战争标志着第一次以权力平衡为核心问题的战争。
"This marked an important change, as European powers would no longer have the pretext of being religious wars. Thus, the Thirty Years' War would be the last war to be labeled a religious war.",这标志着一个重要变化，因为欧洲列强不再能够以宗教战争作为借口。因此，三十年战争将成为最后一场被称为宗教战争的战争。,这标志着一个重要的转变，因为欧洲列强不再有宗教战争的借口。因此，三十年战争将成为最后一场被贴上宗教战争标签的战争。
"The temple of Artemis at Ephesus was destroyed on July 21, 356 BCE in an act of arson committed by Herostratus.",公元前356年7月21日，以弗所的阿尔忒弥斯神庙被赫罗斯特拉图斯（Herostratus）纵火焚毁。,厄弗所的阿耳忒弥斯神庙于公元前356年7月21日被赫罗斯特拉图斯纵火焚毁。
"According to the story, his motivation was fame at any cost. The Ephesians, outraged, announced that Herostratus' name never be recorded.",据传，他的动机是为了不惜一切代价获得名声。愤怒的以弗所人宣布永远不记录赫罗斯特拉图斯的名字。,按照故事所述，他的动机是为了任何代价获得名声。以弗所人愤怒地宣布，赫罗斯特拉图斯的名字永远不得被记录。
"The Greek historian Strabo later noted the name, which is how we know today. The temple was destroyed on the same night that Alexander the Great was born.",希腊历史学家斯特拉博后来记录了这个名字，因此我们今天才得以知晓。该神庙在亚历山大大帝出生的同一夜被毁。,希腊历史学家斯特拉波后来记录了这个名字，这就是我们今天所知的名称。这座神庙是在亚历山大大帝出生的同一天晚上被摧毁的。
"Alexander, as king, offered to pay to rebuild the temple, but his offer was denied. Later, after Alexander died, the temple was rebuilt in 323 BCE.",亚历山大大帝成为国王后曾提出出资重建神庙，但这一提议遭到拒绝。后来，在亚历山大去世后，神庙于公元前323年重建。,亚历山大作为国王，提出要出资重建神庙，但他的提议被拒绝了。后来，在亚历山大去世后，神庙于公元前323年得以重建。
Make sure your hand is as relaxed as possible while still hitting all the notes correctly - also try not to make much extraneous motion with your fingers.,确保你的手在准确弹奏所有音符的同时尽可能保持放松，也尽量避免手指做多余的动作。,确保你的手尽可能放松，同时正确击打所有音符；另外，尽量减少手指的多余动作。
"This way, you will tire yourself out as little as possible. Remember there's no need to hit the keys with a lot of force for extra volume like on the piano.",这样可以最大程度减少疲劳。记住，不需要像弹钢琴时为了增加音量那样用很大的力气敲击琴键。,这样，你就能尽可能少地疲劳。记住，不需要像钢琴那样用力击键来获得更大的音量。
"On the accordion, to get extra volume, you use the bellows with more pressure or speed.",在手风琴上，如果想获得更大的音量，需要以更大的力度或更快的速度拉动风箱。,在手风琴上，为了获得更大的音量，你可以用更大的压力或更快的速度操作风箱。
"Mysticism is the pursuit of communion with, identity with, or conscious awareness of an ultimate reality, divinity, spiritual truth, or God.",神秘主义是追求与终极实在、神性、精神真理或上帝建立联系、融为一体，或获得对其的自觉意识。,神秘主义是对终极现实、神性、精神真理或上帝的追求，寻求与之合一或有意识地觉察。
"The believer seeks a direct experience, intuition, or insight into divine reality/the deity or dieties.",信徒寻求对神圣实在、神祇或诸神的直接体验、直觉感悟或深刻洞见。,信仰者寻求直接体验、直觉或对神圣现实/神或诸神的洞察。
"Followers pursue certain ways of living, or practices that are intended to nurture those experiences.",追随者遵循某些生活方式或修行实践，以培养和深化这些体验。,追随者追求某些生活方式或实践，旨在培养这些体验。
"Mysticism can be distinguished from other forms of religious belief and worship by its emphasis on the direct personal experience of a unique state of consciousness, particularly those of a peaceful, insightful, blissful, or even ecstatic character.",神秘主义与其他形式的宗教信仰和崇拜的区别在于，它强调个人直接体验一种独特的意识状态，尤其是平静、具有洞察力、幸福甚至狂喜的意识状态。,神秘主义可以通过其对直接个人意识状态体验的强调，区别于其他形式的宗教信仰和崇拜，尤其是那些具有平静、洞察力、幸福或甚至狂喜特征的意识状态。
Sikhism is a religion from the Indian sub-continent. It originated in the Punjab region during the 15th century from a sectarian split within the Hindu tradition.,锡克教是一种起源于印度次大陆的宗教，于15世纪在旁遮普地区由印度教传统内部的一个宗派分化而产生。,锡克教是一种源自南亚次大陆的宗教。它起源于15世纪在印度教传统内部的一个教派分裂，地点是旁遮普地区。
Sikhs consider their faith to be a separate religion from Hinduism though they acknowledge its Hindu roots and traditions.,锡克教徒认为他们的信仰是独立于印度教之外的宗教，尽管他们承认锡克教具有印度教的根源和传统。,锡克教徒认为他们的信仰是与印度教不同的独立宗教，尽管他们承认其印度教根源和传统。
"Sikhs call their religion Gurmat, which is Punjabi for ""way of the guru"". The guru is a fundamental aspect of all Indian religions but in Sikhism has taken on an importance that forms the core of Sikh beliefs.",锡克教徒称其宗教为Gurmat，在旁遮普语中意为“古鲁之道”。古鲁是所有印度宗教中的重要概念，但在锡克教中具有特殊地位，并构成了锡克教信仰的核心。,"印度教徒称他们的宗教为“Gurmat”，意为“导师之道”，这是旁遮普语中的说法。在印度所有宗教中，导师都是一个基本要素，但在锡克教中，导师的重要性已上升为核心信仰的基础。
锡克教徒称他们的宗教为“Gurmat”，意为“导师之道”，这是旁遮普语中的说法。在印度所有宗教中，导师都是一个基本要素，但在锡克教中，导师的重要性已上升为核心信仰的基础。"
The religion was founded in the 15th century by Guru Nanak (1469–1539). There followed in succession a further nine gurus.,该宗教由古鲁·纳纳克（1469—1539年）于15世纪创立，之后又相继出现了九位古鲁。,该宗教由那纳克古鲁（1469–1539）于15世纪创立，之后又相继有九位古鲁继任。
"However, in June 1956, Krushchev's promises were put to the test when riots in Poland, where workers were protesting against food shortages and wage cuts, turned into a general protest against Communism.",然而，1956年6月，当波兰因工人抗议食品短缺和工资削减而爆发的骚乱演变成一场反对共产主义的全面抗议时，赫鲁晓夫的承诺受到了考验。,然而，1956年6月，当波兰工人因食物短缺和工资削减而爆发骚乱，并演变为对共产主义的普遍抗议时，赫鲁晓夫的承诺受到了考验。
"Although in the end, Krushchev sent in tanks to restore order, he did give way to some economic demands and agreed to appoint the popular Wladyslaw Gomulka as the new prime minister.",尽管最终赫鲁晓夫派出坦克恢复秩序，但他也满足了部分经济诉求，并同意任命深受民众支持的瓦迪斯瓦夫·哥穆尔卡为新总理。,尽管最终赫鲁晓夫派坦克恢复秩序，但他还是让步了一些经济要求，并同意任命受欢迎的瓦迪斯瓦夫·哥穆尔卡为新总理。
The Indus Valley Civilization was a Bronze Age civilisation in the northwest Indian subcontinent encompassing most of modern-day Pakistan and some regions in northwest India and northeast Afghanistan.,印度河流域文明是青铜时代的一个文明，位于印度次大陆西北部，范围涵盖现代巴基斯坦的大部分地区，以及印度西北部和阿富汗东北部的一些区域。,印度河文明是青铜时代的一个文明，位于南亚次大陆西北部，涵盖了现代巴基斯坦的大部分地区以及印度西北部和阿富汗东北部的一些地区。
The civilisation flourished in the basins of the Indus River wherefore it derives its name.,该文明繁盛于印度河流域，因此得名印度河流域文明。,该文明在印度河盆地兴盛，因此得名。
"Although some scholars speculate that since the civilisation also existed in the basins of the now dried up Sarasvati River, it should be aptly called the Indus-Sarasvati Civilization, while some call it the Harappan Civilization after Harappa, the first of its sites to be excavated in the 1920s.",尽管一些学者认为，由于该文明也存在于如今已经干涸的萨拉斯瓦蒂河流域，因此称其为“印度河—萨拉斯瓦蒂文明”更为恰当；另一些人则根据20世纪20年代最早发掘的遗址哈拉帕，将其称为“哈拉帕文明”。,尽管一些学者推测，由于该文明也存在于如今干涸的恒河上游的萨拉斯瓦蒂河流域，因此应恰当地称为印度河-萨拉斯瓦蒂文明，但另一些人则以哈拉帕文明来称呼它，因为哈拉帕是20世纪20年代第一个被发掘的遗址。
The militaristic nature of the Roman empire aided in the development of medical advances.,罗马帝国的军事化性质推动了医学的发展与进步。,罗马帝国的军事性质促进了医学进步的发展。
Doctors began to be recruited by Emperor Augustus and even formed the first Roman Medical Corps for use in the aftermath of battles.,奥古斯都皇帝开始招募医生，甚至组建了第一支罗马医疗队，用于战后的救治工作。,医生开始被奥古斯都皇帝招募，甚至组建了第一支罗马医疗队，用于战斗后的善后工作。
Surgeons had knowledge of various sedatives including morphine from extracts of poppy seeds and scopolamine from herbane seeds.,外科医生掌握了多种镇静剂的使用知识，包括从罂粟种子提取的吗啡以及从莨菪种子提取的东莨菪碱。,外科医生了解各种镇静剂，包括从罂粟籽提取的吗啡和从曼陀罗种子提取的scopolamine。
They became proficient at amputation to save patients from gangrene as well as tourniquets and arterial clamps to stem blood flow.,他们熟练掌握了通过截肢挽救坏疽患者的方法，以及使用止血带和动脉夹来控制血流。,他们熟练掌握了截肢术以防止坏疽，以及止血带和动脉钳以止血。
"Over multiple centuries, the Roman empire led to great gains in the field of medicine and formed much of the knowledge we know today.",在数个世纪的发展过程中，罗马帝国推动了医学领域的巨大进步，并奠定了许多我们今天所知医学知识的基础。,在多个世纪中，罗马帝国在医学领域取得了巨大进展，并形成了我们今天所知的大部分知识。
"Pureland origami is origami with the restriction that only one fold may be done at a time, more complex folds like reverse folds are not allowed, and all folds have straightforward locations.",净土折纸是一种具有严格限制的折纸形式：每次只能进行一次折叠，不允许进行反向折叠等复杂折法，并且所有折痕位置都必须明确且简单。,"純 land折紙是一種折紙方式，其限制為每次只能進行一次折疊，不允許進行較複雜的折疊如反折，所有折疊的折疊位置都直接明確。
Pureland折纸是一种折纸方式，其限制为每次只能进行一次折叠，不允许进行较复杂的折叠如反折，所有折叠的位置都直接明确。"
