id,direction,quality_tier,source_text,reference_text,candidate_text,source_dataset,source_example_id,license,retrieval_date,dedup_check,Semantic_Accuracy,Fluency,Tone_Register,Emotional_Consistency,Cultural_Appropriateness,Dialect_Correctness,Overall_Comments
s52_taskA_00073,en2cmn,domain,"Jiangsu, Yunnan, Hubei, Shanghai and other places have conducted activities, such as creating real simulations of civilized transportation and sending small yellow cabs to schools, to promote traffic safety","江苏、云南、湖北、上海等地举行了送文明交通实景体验、小黄帽到学校等主题活动,宣传交通安全","江苏、云南、湖北、上海等地开展了各种活动,包括仿造文明的交通工具送小黄车到学校,推动交通安全。",wmt/wmt19,wmt19_newstest_569,Unknown,2026-09-23,passed,,,,,,,
s52_taskA_00074,en2cmn,domain,Wang Huning attended the forum on promoting the spirit of Red Ship and delivered a speech.,王沪宁出席弘扬红船精神座谈会并讲话。,"王宏林出席了红舰精神论坛,发表了讲话。",wmt/wmt19,wmt19_newstest_782,Unknown,2026-09-23,passed,,,,,,,
s52_taskA_00075,en2cmn,domain,"Wang Huning, member of the Standing Committee of the Political Bureau of the CPC Central Committee and Secretary of the Central Secretariat, met with all the participants",中共中央政治局常委、中央书记处书记王沪宁会见全体与会代表。,"王鸣,中央政治局常委、中央秘书局书记 王鸣,中央政治局常委、中央秘书局书记",wmt/wmt19,wmt19_newstest_501,Unknown,2026-09-23,passed,,,,,,,
s52_taskA_00076,en2cmn,domain,"On the 2nd, Wang Huning, member of the Standing Committee of the Political Bureau of the CPC Central Committee and the Secretary of the Central Secretariat, met with some foreign delegates who attended the high-level dialog between the Chinese Communist Party and world political parties in Beijing.",中共中央政治局常委、中央书记处书记王沪宁二号在北京集体会见出席中国共产党与世界政党高层对话会的部分外国政党领导人。,"二月二日,王鸣,中国共产党中央政治局委员、中央政治局委员办公室主任和中国共产党中央政治局委员办公室主任,与外国代表们参加的高层对话中谈话的中国共产党与世界政治党的高层对话在北京举行。",wmt/wmt19,wmt19_newstest_513,Unknown,2026-09-23,passed,,,,,,,
s52_taskA_00077,en2cmn,domain,and constantly increase the positive interaction and create an environment of pragmatic cooperation.,"不断增加正向互动,创造务实合作的环境","不断地增强正面互动,并且创造出一个实践合作的环境。",wmt/wmt19,wmt19_newstest_496,Unknown,2026-09-23,passed,,,,,,,
s52_taskA_00078,en2cmn,domain,"""I watched Renaissance Club being built, and we're seeing it come to its glory with this event,"" said Rafferty.","拉弗蒂说:“我目睹了文艺复兴俱乐部成立,我们也会通过这次比赛见证它的荣光。",我看着Renaissance Club的建造 我们现在看到它的盛况,wmt/wmt19,wmt19_newstest_203,Unknown,2026-09-23,passed,,,,,,,
s52_taskA_00079,en2cmn,domain,"""There are new hazards for foreign journalists attempting to report from Indonesia's restive easternmost provinces of Papua and West Papua: visa denial and blacklisting,"" he said in a statement.","他在一次声明中称“如果外国记者试图报道印尼最东部的不满省份巴布亚和西巴布亚,他们是有新风险的:拒绝签证和拉入黑名单。”","他说,外国记者从印度尼西亚东部的最东部省份 Papua 和西部省份的威斯帕亚被拒绝入境,并被排挤。",wmt/wmt19,wmt19_newstest_999,Unknown,2026-09-23,passed,,,,,,,
s52_taskA_00080,en2cmn,domain,"And of course, this is not the perspective Miller and Trump want ever to recognise.","当然,这不是米勒和特朗普曾想要承认的观点。","当然,这不是米勒和特伦提诺想要永远不认识的视角",wmt/wmt19,wmt19_newstest_108,Unknown,2026-09-23,passed,,,,,,,
s52_taskA_00081,en2cmn,colloquial,All from pay phones.,都是用的公共电话,都是从电话里拿的,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_131,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00082,en2cmn,colloquial,"I found her body, called the police, and reported a missing person.",我发现了尸体 报了警 登记了失踪人口,"我发现了她的尸体,叫了警察,报告了失踪人。",FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_60,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00083,en2cmn,colloquial,"He was acting up again 'cause his mom keeps packing these fruit roll-ups, and they give him this satanic sugar high, you know.",他今天又开始捣乱 因为他妈妈总给他带水果卷 而他糖一吃多就嗨了 所以...,"他又闹了,因为他妈妈总是把这些果条包在一起,然后他吃了,就像他妈妈给他带来的邪恶糖浆一样。",FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_159,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00084,en2cmn,colloquial,"He was the one person I chose in my life who made me happy, who made me feel safe.",我选择了他 让我幸福 给我安全感,他是我生命中唯一一个让我感到安全的人,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_195,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00085,en2cmn,colloquial,We do have units en route. It's got to be the dump site,- 我们派人去了 直升机上应该有发现,"我们有部队在途中,必须是垃圾场",FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_106,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00086,en2cmn,colloquial,- This way. Quickly.,- 这边 快点,- 这边 快点,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_94,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00087,en2cmn,colloquial,Everything that we had was just a figment of my imagination...,我们曾经有过的一切 都不过是我虚构的想象...,我们所拥有的都是我的幻想...,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_197,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00088,en2cmn,colloquial,Do you have a lead?,你有线索吗?,你有头条吗?,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_121,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00089,en2cmn,colloquial,Your pot is gonna boil over.,- 烧的水要溢出来了,你的锅要冒烟了。,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_152,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00090,en2cmn,colloquial,"- It's crazy, right?",- 真是疯了 是吧?,"- 很疯狂,对吗?",FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_29,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00091,en2cmn,colloquial,I'm in the dining room.,- 我在餐厅,我在餐厅。,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_143,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00092,en2cmn,colloquial,"Agent Malik, you want to tell me why the director of national intelligence is calling?",Malik特工 能告诉我 国家情报局局长为什么要给我打电话吗?,"马里克,你想告诉我,国情局的负责人为什么要打电话给你?",FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_111,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00093,en2cmn,colloquial,Proceed. Mockingbird knows. Requesting immediate evac.,知更鸟知道了 请求即刻撤离,"继续, 鸽子知道, 立即撤离请求",FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_180,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00094,en2cmn,colloquial,"I was confident, in the course of their investigation, they would reach out to you and Tom, and they did.",我相信 他们在调查过程中 一定会找到你和Tom 事实也的确如此,"他们在调查时,我很乐意,他们会去找你们和汤姆,他们果然去找了你们",FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_61,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00095,en2cmn,colloquial,"You have been threatening to tell me the truth about my husband since the day we met, and I'm ready to listen.",从咱们见面那天起 你就威胁说要把我丈夫的实情告诉我 我做好准备听你说了,你从我们认识到 你一直在威胁我说实话 我已经听好了,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_8,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00096,en2cmn,colloquial,"Lizzy, I understand why you went after Tom today.",Lizzy 我理解你今天为什么要去追Tom,"莉兹,我明白你为什么要去找汤姆了。",FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_183,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00097,en2cmn,colloquial,You'll be in America by morning.,明早你就会到美国了,你明早就到美国了,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_21,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00098,en2cmn,colloquial,Asset on board. En route.,- 人已上车 正在途中,船上有资产 进行航行,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_13,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00099,en2cmn,colloquial,My father gave it to me.,- 是我父亲给我的,我父亲给我的。,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_148,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00100,en2cmn,colloquial,Jolene Parker undoubtedly worked for the same organization as Tom...,Jolene Parker和Tom无疑是为同一个组织效力...,Jolene Parker 可能是和汤姆一样的组织的员工,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_62,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00101,en2cmn,colloquial,There's no witnesses on the ground.,地面上没有目击证人,地面上没有证人,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_105,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00102,en2cmn,colloquial,I got to run.,我得赶紧走,我得走了,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_51,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00103,en2cmn,colloquial,The police say they have a person of interest.,- 警察说他们锁定一个嫌犯了,警察说他们有一个被关注的人,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_31,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00104,en2cmn,colloquial,Paranoid and reactionary.,偏执 又反动,偏执狂热,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_68,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00105,en2cmn,colloquial,She's calling herself Jolene Parker.,她自称叫Jolene Parker,她称自己是约伦·帕克。,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_6,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00106,en2cmn,colloquial,He killed Jolene Parker.,他杀了Jolene Parker,他杀死了琼斯帕克。,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_57,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00107,en2cmn,colloquial,That's where that was. I've been looking for it.,原来在那儿啊 我一直在找呢,那是哪儿 我一直在找,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_147,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00108,en2cmn,colloquial,Time is the only thing that will allow you to find yourself again.,只有时间 能让你再次找回自己,时间是唯一能让你重新找回自己的人,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_203,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00109,en2cmn,colloquial,That's where I saw your keys. Oh.,你的钥匙在那儿,我在那儿看见你的钥匙,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_46,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00110,en2cmn,colloquial,It's okay. It's okay. Shh!,你已经没事了 很好 休息吧,"没事,没事,嘘",FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_20,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00111,en2cmn,colloquial,Or perhaps he's just...,或者他只是...,或许他只是...,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_66,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00112,en2cmn,colloquial,"She's scheduled to land at Andrews in an under an hour, and we have a team standing by to escort her to Langley",一小时后 她就该抵达机场 我们派了人到时陪同她前往中情局总部作个汇报,"她在安德鲁机场在一小时内就要降落,我们有一个队伍在等着接她到林格兰",FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_88,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00113,en2cmn,colloquial,12 cc epinephrine.,- 12毫升肾上腺素,12毫克阿司匹林,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_14,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00114,en2cmn,colloquial,Meet me at 9th and Constitution.,到宪法路9号来找我,我在 Constitution 和 9th Street 的交叉口等你。,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_125,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00115,en2cmn,colloquial,"If you tell me to be patient one more time, I swear to God...",如果你又要让我耐心 我发誓...,如果你让我再等一段时间 我就要跟上神了,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_204,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00116,en2cmn,colloquial,I can't make you believe it.,我只能领你找到真相 但不能使你相信它,我不能让你相信。,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_5,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00117,en2cmn,colloquial,I can only lead you to the truth.,小心你丈夫,我只能带你到真相的面前,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_4,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00118,en2cmn,colloquial,"- I'll be right back. Come on, bud. - Come on.",我马上回来 走吧 伙计 走,"- 我马上回来, 快过来",FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_173,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00119,en2cmn,colloquial,"Out of control, irrational...",失去了控制 不够理智...,不管是理智的还是不理智的...,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_67,MIT,2026-09-23,passed,,,,,,,
s52_taskA_00120,en2cmn,colloquial,He knows something's off.,- 他知道有事不对劲,他知道有事不对劲。,FradSer/OpenSubtitles-en-zh-cn-20m,opensubtitles_en_zh_53,MIT,2026-09-23,passed,,,,,,,
