src,ref,hyp
大部分與圖坦卡門一同陪葬嘅物品都保存得非常完好，包括數千件由貴金屬同稀有寶石製成嘅文物。,"Most of the items buried with Tutankhamun have been well preserved, including thousands of artefacts made from precious metals and rare stones.","Most of the artifacts buried with Tutankhamun have been preserved in excellent condition, including thousands of items made of precious metals and rare gemstones."
輻條車輪嘅發明令亞述戰車變得更輕、更快，亦更有能力超越步兵同其他戰車。,"The invention of spoke wheels made Assyrian chariots lighter, faster, and better prepared to outrun soldiers and other chariots.","The invention of the spoke-wheel made Assyrian war chariots lighter, faster, and more capable of outpacing infantry and other war chariots."
佢哋致命嘅弩箭可以穿透敵方士兵嘅盔甲。大約公元前1000年，亞述人引入咗最早嘅騎兵。,"Arrows from their deadly crossbows could penetrate the armor of rival soldiers. About 1000 B.C., the Assyrians introduced the first cavalry.","Their deadly crossbow arrows could penetrate their enemies' armor. Around 1000 BCE, the Assyrians introduced the earliest cavalry."
騎兵係指騎馬作戰嘅軍隊。由於當時馬鞍尚未被發明，所以亞述騎兵直接坐喺馬背上作戰。,"A cavalry is an army that fights on horseback. The saddle had not yet been invented, so the Assyrian cavalry fought on the bare backs of their horses.","Cavalry refers to military forces that fight on horseback. Since the horse saddle had not yet been invented at that time, Assyrian cavalry fought directly on horseback."
我哋認識好多希臘政治家、科學家同藝術家。呢個文化中最著名嘅人物可能係傳說中嘅盲人詩人荷馬，佢創作咗兩部希臘文學傑作：《伊利亞特》同《奧德賽》。,"We know many Greek politicians, scientists, and artists. Possibly the most known person of this culture is Homer, the legendary blind poet, who composed two masterpieces of Greek literature: the poems Iliad and Odyssey.","We have met many Greek politicians, scientists, and artists. The most famous figure in that culture might be the legendary blind poet Homer, who composed two masterpieces of Greek literature: the ""Iliad"" and the ""Odyssey."""
索福克勒斯同亞里士多芬至今仍然係著名劇作家，而佢哋嘅戲劇被認為係世界文學中最偉大嘅作品之一。,Sophocles and Aristophanes are still popular playwrights and their plays are considered to be among the greatest works of world literature.,"Sophocles and Aristophanes remain renowned playwrights, and their dramas are considered among the greatest works of world literature."
另一位著名希臘人係數學家畢達哥拉斯，佢主要因提出有關直角三角形邊長關係嘅著名定理而聞名。,"Another famous Greek is a mathematician Pythagoras, mostly known for his famous theorem about relations of the sides of right triangles.","Another famous Greek was the mathematician Pythagoras, who is primarily known for proposing the famous theorem concerning the side lengths of right-angled triangles."
關於講印地語嘅人口數量有唔同估計。據估計，印地語係全球使用人口最多嘅語言之一，排名大約介乎第二至第四位。,There are varying estimates for how many people speak Hindi. It is estimated to be between the second and fourth most commonly spoken language in the world.,"There are different estimates regarding the number of people who speak Hindi. It is estimated that Hindi is one of the most spoken languages in the world, ranking roughly between second and fourth place."
母語使用者嘅數量會因為是否將關係非常接近嘅方言計算在內而有所不同。,The number of native speakers varies depending on whether or not very closely related dialects are counted.,The number of native speakers may vary depending on whether closely related dialects are included.
估計印地語使用者人數由3.4億至5億不等，而能夠理解呢種語言嘅人數最多可達8億。,"Estimates range from 340 million to 500 million speakers, and as many as 800 million people can understand the language.","The estimated number of Hindi speakers ranges from 340 million to 500 million, while the number of people who can understand the language may reach as high as 800 million."
印地語同烏爾都語喺詞彙方面相近，但使用嘅文字系統唔同；喺日常交流中，兩種語言嘅使用者通常可以互相理解。,"Hindi and Urdu are similar in vocabulary but different in script; in everyday conversations, speakers of both languages can usually understand each other.",Hindi and Urdu are similar in vocabulary but differ in writing systems; speakers of the two languages can usually understand each other in everyday communication.
大約喺15世紀，愛沙尼亞北部受到德國文化嘅深遠影響。,"Around the 15th century, northern Estonia was under great cultural influence of Germany.","Around the 15th century, northern Estonia was profoundly influenced by German culture."
一啲德國僧侶希望令上帝嘅教義更容易傳達畀當地人，所以創造咗愛沙尼亞書面語。,"Some German monks wanted to bring God closer to the native people, so they invented the Estonian literal language.",A German monk created Estonian written language so that God's teachings could be more easily conveyed to the local people.
呢套文字系統以德文字母為基礎，並加入咗一個新字母「Õ/õ」。,"It was based on the German alphabet and one character ""Õ/õ"" was added.","This writing system is based on German letters and includes a new letter ""Õ/õ""."
隨住時間推移，大量借自德語嘅詞彙逐漸融合，呢亦成為啟蒙時期嘅開端。,"As time passed, many words that were borrowed from German coalesced. This was the beginning of enlightenment.","As time progressed, a large number of German loanwords gradually blended in, marking the beginning of the Enlightenment period."
傳統上，王位繼承人完成學業後會直接投身軍隊。,"Traditionally, the heir to the throne would go straight into the military after finishing school.","Traditionally, heirs to the throne enter the military directly after completing their education."
不過，查理斯選擇入讀劍橋大學三一學院，先後修讀人類學、考古學及歷史，並取得2:2成績（二等二級榮譽學位）。,"However, Charles went to university at Trinity College, Cambridge where he studied Anthropology and Archaeology, and later History, earning a 2:2 (a lower second class degree).","However, Charles chose to attend Trinity College, Cambridge, where he studied anthropology, archaeology, and history, earning a 2:2 (second-class honours degree)."
查理斯係第一位獲得大學學位嘅英國皇室成員。,Charles was the first member of the British Royal Family to be awarded a degree.,Charles is the first member of the British royal family to obtain a university degree.
歐洲土耳其（即巴爾幹半島嘅東色雷斯或魯梅利亞地區）佔土耳其全國面積嘅3%。,European Turkey (eastern Thrace or Rumelia in the Balkan peninsula) includes 3% of the country.,European Turkey (i.e. Eastern Thrace or Rumelia region of the Balkan Peninsula) accounts for 3% of Turkey's total area.
"土耳其領土長超過1,600公里（1,000英里），寬約800公里（500英里），整體形狀大致呈長方形。","The territory of Turkey is more than 1,600 kilometres (1,000 mi) long and 800 km (500 mi) wide, with a roughly rectangular shape.","Turkey's territory extends over 1,600 kilometers (1,000 miles) in length and is about 800 kilometers (500 miles) wide, roughly shaped like a rectangle."
"土耳其總面積（包括湖泊）為783,562平方公里（300,948平方英里），其中755,688平方公里（291,773平方英里）位於西南亞，23,764平方公里（9,174平方英里）位於歐洲。","Turkey's area, including lakes, occupies 783,562 square kilometres (300,948 sq mi), of which 755,688 square kilometres (291,773 sq mi) are in south west Asia and 23,764 square kilometres (9,174 sq mi) in Europe.","Turkey's total area, including lakes, is 783,562 square kilometers (300,948 square miles), of which 755,688 square kilometers (291,773 square miles) lie in Southwest Asia, and 23,764 square kilometers (9,174 square miles) lie in Europe."
按面積計算，土耳其係世界第37大國家，面積大約相當於法國本土同英國加埋嘅總和。,"Turkey's area makes it the world's 37th-largest country, and is about the size of Metropolitan France and the United Kingdom combined.","By area, Turkey is the 37th largest country in the world, with an area roughly equivalent to that of France and the United Kingdom combined."
土耳其三面環海：西面係愛琴海，北面係黑海，南面係地中海。,"Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south.","Turkey is bordered by three seas: the Aegean Sea to the west, the Black Sea to the north, and the Mediterranean Sea to the south."
盧森堡歷史悠久，但其現代獨立地位可以追溯至1839年。,Luxembourg has a long history but its independence dates from 1839.,"Luxembourg has a long history, but its modern independence can be traced back to 1839."
現今比利時部分地區過去曾屬於盧森堡，但喺1830年代比利時革命後成為比利時領土。,Present-day parts of Belgium were part of Luxembourg in the past but became Belgian after the 1830s Belgian Revolution.,"Currently, parts of Belgium were formerly part of Luxembourg but became Belgian territory after the Belgian Revolution in the 1830s."
盧森堡一直努力保持中立國地位，但喺第一次世界大戰同第二次世界大戰期間都曾被德國佔領。,Luxembourg has always tried to remain a neutral country but it was occupied in both World War I and World War II by Germany.,"Luxembourg has long strived to maintain its status as a neutral country, but it was occupied by Germany during both World War I and World War II."
1957年，盧森堡成為一個組織嘅創始成員，而呢個組織今日就係歐盟。,In 1957 Luxembourg became a founding member of the organization which is today known as the European Union.,"In 1957, Luxembourg became a founding member of an organization, which is today the European Union."
杜克耶堡係一座位於帕羅宗上部（Phondey村）嘅廢墟堡壘兼佛教寺院。,The Drukgyal Dzong is a ruined fortress and Buddhist monastery in the upper part of the Paro District (in Phondey Village).,Dukye Fort is a ruined fortress and Buddhist temple located in the upper part of Phondey village.
據說，扎卜德龍·恩加旺·南蓋爾喺1649年建造呢座堡壘，以紀念佢擊敗西藏蒙古聯軍嘅勝利。,"It is said that in 1649, Zhabdrung Ngawang Namgyel created the fortress to commemorate his victory against the Tibetan-Mongol forces.",It is said that Zabudron Engawang Nanggel built this fortress in 1649 to commemorate his victory over the Tibetan-Mongol alliance.
1951年，一場大火令杜克耶堡大部分建築毀壞，只剩下一些遺物，例如扎卜德龍·恩加旺·南賈爾嘅雕像。,"In 1951, a fire caused for only some of the relics of the Drukgyal Dzong to remain, such as the image of Zhabdrung Ngawang Namgyal.","In 1951, a fire destroyed most of the buildings at Bukit Dua, leaving only some relics, such as the statue of Zabudron Enkawang Nangjal."
大火之後，呢座堡壘得到保存同保護，至今仍然係不丹最具吸引力嘅景點之一。,"After the fire, the fortress was preserved and protected, remaining to be one of Bhutan's most sensational attractions.","After the great fire, the fortress has been preserved and protected, and remains one of Bhutan's most attractive attractions to this day."
18世紀期間，柬埔寨發現自己夾喺兩個強大鄰國泰國同越南之間。,"During the 18th century Cambodia found itself squeezed between two powerful neighbors, Thailand and Vietnam.","During the 18th century, Cambodia found itself caught between two powerful neighbors: Thailand and Vietnam."
泰國喺18世紀多次入侵柬埔寨，並於1772年摧毀金邊。,The Thais invaded Cambodia several times in the 18th century and in 1772 they destroyed Phnom Phen.,Thailand invaded Cambodia multiple times in the 18th century and destroyed Phnom Penh in 1772.
喺18世紀最後幾年，越南亦入侵咗柬埔寨。,In the last years of the 18th century the Vietnamese also invaded Cambodia.,"In the last few years of the 18th century, Vietnam also invaded Cambodia."
18%嘅委內瑞拉人口失業，而有工作嘅人大部分都係從事非正規經濟活動。,"Eighteen percent of Venezuelans are unemployed, and most of those who are employed work in the informal economy.","18% of Venezuela's population is unemployed, and most of those with jobs are engaged in informal economic activities."
有工作嘅委內瑞拉人當中，三分之二從事服務業，接近四分之一從事工業，五分之一從事農業。,"Two thirds of Venezuelans who work do so in the service sector, nearly a quarter work in industry and a fifth work in agriculture.","Two-thirds of Venezuelan workers are engaged in the service sector, nearly one-quarter in industry, and one-fifth in agriculture."
石油係委內瑞拉重要產業之一，雖然只有1%人口從事石油行業，但該國係石油淨出口國。,"An important industry for Venezuelans is oil, where the country is a net exporter, even though only one percent work in the oil industry.","Oil is one of Venezuela's key industries, although only 1% of its population is engaged in the oil sector, the country is a net exporter of oil."
新加坡獨立初期，新加坡植物園嘅專業知識幫助將呢個島嶼轉變成熱帶花園城市。,"Early in the nation's independence, Singapore Botanic Gardens' expertise helped to transform the island into a tropical Garden City.","In its early years of independence, the expertise of the Singapore Botanic Gardens helped transform the island into a tropical garden city."
1981年，雜交蘭花品種卓錦萬代蘭被選為新加坡國花。,"In 1981, Vanda Miss Joaquim, an orchid hybrid, was chosen as the nation's national flower.","In 1981, the hybrid orchid variety, Vanda Miss Joaquim, was designated as Singapore's national flower."
每年大約10月，接近150萬隻草食動物為咗追隨雨季，從北部山地出發，穿越馬拉河前往南部平原。,"Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.","Each year around October, about 1.5 million herbivores migrate from the northern mountains to the southern plains to follow the rainy season, crossing the Mara River."
大約4月雨季結束後，佢哋會經由西部返回北方，再一次穿越馬拉河。,"And then back to the north through the west, once again crossing the Mara river, after the rains in around April.","Around after the rainy season in April, they will return to the north via the west, crossing the Mara River once again."
塞倫蓋蒂地區包括坦桑尼亞嘅塞倫蓋蒂國家公園、恩戈羅戈羅保護區、馬斯瓦野生動物保護區，以及肯尼亞嘅馬賽馬拉國家保護區。,"The Serengeti region contains the Serengeti National Park, the Ngorongoro Conservation Area and Maswa Game Reserve in Tanzania and the Maasai Mara National Reserve in Kenya.","The Serengeti region includes Tanzania's Serengeti National Park, Ngongola Gorongogo Conservation Area, Masai Mara Wildlife Reserve, and Kenya's Maasai Mara National Reserve."
學習創作互動媒體需要具備傳統同常規技能，以及掌握互動課程中使用嘅工具（例如分鏡設計、音頻及影片剪輯、故事敘述等）。,"Learning to create interactive media requires conventional and traditional skills, as well as tools mastered in interactive classes (storyboarding, audio and video editing, story telling, etc.)","Learning to create interactive media requires both traditional and conventional skills, as well as proficiency in tools used in interactive courses (such as storyboarding, audio and video editing, and narrative design)."
互動設計要求你重新審視自己對媒體製作嘅假設，並學習以非線性方式思考。,Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways.,Interactive design requires you to re-examine your assumptions about media production and learn to think non-linearly.
互動設計要求項目各個組成部分互相連結，同時亦要能夠作為獨立單元運作。,"Interactive design requires that components of a project connect to each other, but also make sense as a separate entity.","Interactive design requires that the various components of a project be interconnected, while also being capable of operating independently."
變焦鏡頭嘅缺點係，要實現多種焦距範圍，所需嘅焦距設計複雜度同鏡片數量通常遠高於定焦鏡頭。,The disadvantage of zoom lenses is that the focal complexity and number of lens elements required to achieve a range of focal lengths is much greater than for prime lenses.,"The drawback of zoom lenses is that to achieve a range of focal lengths, the focal length design complexity and the number of lens elements typically exceed those of fixed-focus lenses."
隨住鏡頭製造商喺生產技術方面達到更高標準，呢個問題正逐漸減少。,This is becoming less of an issue as lens manufacturers achieve higher standards in lens production.,"As camera manufacturers have raised production standards, this issue is gradually decreasing."
呢種進步令變焦鏡頭可以拍攝出接近定焦鏡頭質素嘅影像。,This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length.,This advancement enables zoom lenses to capture image quality approaching that of fixed focal length lenses.
變焦鏡頭另一個缺點係，鏡頭嘅最大光圈（即通光速度）通常較低。,Another disadvantage of zoom lenses is that the maximum aperture (the speed) of the lens is usually lower.,"Another drawback of zoom lenses is that their maximum aperture (i.e., light transmission speed) is usually lower."
呢點令平價變焦鏡頭喺低光環境下，如果唔使用閃光燈，就較難拍攝。,This makes inexpensive zoom lenses hard to use in low-light conditions without a flash.,This makes it difficult to shoot in low light conditions with affordable zoom lenses without using a flash.
將電影轉換成DVD格式時，最常見嘅問題之一就係過掃描。,One of the most common problems when trying to convert a movie to DVD format is the overscan.,One of the most common issues when converting movies to DVD format is overscan.
大部分電視嘅設計都係為咗迎合普羅大眾嘅觀看習慣。,Most televisions are made in a way to please the general public.,Most television designs are made to cater to the viewing habits of the general public.
因此，你喺電視上見到嘅畫面通常都會裁走上下左右嘅邊緣部分。,"For that reason, everything you see on the TV had the borders cut, top, bottom and sides.","Therefore, the footage you see on television is usually cropped from the top, bottom, left, and right edges."
咁樣做係為咗確保影像可以覆蓋整個螢幕，呢種技術稱為過掃描。,This is made to ensure that the image covers the whole screen. That is called overscan.,That method ensures the image covers the entire screen. This technology is called overscan.
可惜，製作DVD時，畫面邊緣亦很可能會被裁剪；如果影片字幕太貼近底部，就可能無法完整顯示。,"Unfortunately, when you make a DVD, it's borders will most likely be cut too, and if the video had subtitles too close to the bottom, they won't be fully shown.","Unfortunately, during DVD production, the edges of the video may be cropped, and if the subtitles are too close to the bottom, they might not be fully visible."
傳統中世紀城堡長久以來激發人類想像力，令人聯想到騎士比武、盛宴以及亞瑟王時代嘅騎士精神。,"The traditional medieval castle has long inspired the imagination, conjuring up images of jousts, banquets and Arthurian chivalry.","Traditional medieval castles have long inspired human imagination, evoking images of jousting, feasts, and the chivalry of King Arthur's era."
即使身處千年古蹟廢墟之中，亦容易令人想起早已消逝嘅戰爭氣息，彷彿可以聽到馬蹄敲擊石路嘅聲音，同埋感受到地牢深處散發出嘅恐懼。,"Even standing amidst thousand year-old ruins it is easy to bring to mind the sounds and smells of battles long gone, to almost hear the clatter of hooves on the cobbles and to smell the fear rising from the dungeon pits.","Even amidst the ruins of a millennium-old historical site, one easily recalls the vanished atmosphere of war, as if one could hear the sound of hooves striking stone pathways and feel the fear emanating from the depths of a dungeon."
但我哋嘅想像係咪建基於現實？城堡最初點解會被建造？佢哋又係點樣設計同興建嘅呢？,But is our imagination based on reality? Why were castles built in the first place? How were they designed and built?,But is our imagination based on reality? Why were castles built in the first place? How were they designed and constructed?
柯比穆克斯洛城堡係呢個時期嘅典型建築，與其話係真正嘅城堡，不如話係一座設防宅邸。,"Typical for the period, Kirby Muxloe Castle is more of a fortified house than a true castle.","Kobbi Muxslo Castle is a typical structure from this period, more accurately described as a fortified manor than a true castle."
佢巨大嘅玻璃窗同較薄嘅城牆，並不足以長時間抵禦有決心嘅攻擊。,Its large glazed windows and thin walls would not have been able to resist a determined attack for long.,Its massive glass windows and relatively thin walls were not sufficient to withstand determined attacks for a prolonged period.
喺1480年代，當黑斯廷斯勳爵開始建造呢座城堡時，國家相對和平，防禦需求主要只係應付小規模流竄劫匪。,"In the 1480s, when its construction was begun by Lord Hastings, the country was relatively peaceful and defense was only required against small bands of roving marauders.","In the 1480s, when Lord Hastings began building this castle, the country was relatively peaceful, and defensive needs were mainly focused on dealing with small-scale raiders."
權力平衡係一種制度，歐洲各國透過呢套制度維持所有歐洲國家嘅國家主權。,The balance of power was a system in which European nations sought to maintain the national sovereignty of all European states.,Power balance is a system through which the countries of Europe maintain the national sovereignty of all European countries.
呢個理念認為，所有歐洲國家都應該防止任何一個國家變得過於強大，因此各國政府經常改變盟友關係，以維持力量平衡。,"The concept was that all European nations had to seek to prevent one nation from becoming powerful, and thus national governments often changed their alliances in order to maintain the balance.","This doctrine holds that all European countries should prevent any one country from becoming too powerful, leading governments to frequently shift alliances in order to maintain a balance of power."
西班牙王位繼承戰標誌住第一場以權力平衡作為核心議題嘅戰爭。,The War of Spanish Succession marked the first war whose central issue was the balance of power.,The War of the Spanish Succession marked the first conflict where the balance of power was the central issue.
呢個代表一個重要轉變，因為歐洲強國唔再可以以宗教戰爭作為藉口。因此，三十年戰爭成為最後一場被稱為宗教戰爭嘅戰爭。,"This marked an important change, as European powers would no longer have the pretext of being religious wars. Thus, the Thirty Years' War would be the last war to be labeled a religious war.","This marks an important shift, as the powerful European nations can no longer use religious conflicts as an excuse. Thus, the Thirty Years' War became the last conflict referred to as a religious war."
位於以弗所嘅阿耳忒彌斯神廟於公元前356年7月21日被赫羅斯特拉圖斯縱火焚毀。,"The temple of Artemis at Ephesus was destroyed on July 21, 356 BCE in an act of arson committed by Herostratus.","The temple of Artemis in Ephesus was set on fire and destroyed by Herostatus on July 21, 356 BCE."
根據傳說，佢嘅動機係不惜一切代價追求名聲。以弗所人非常憤怒，宣布永遠唔會記錄赫羅斯特拉圖斯嘅名字。,"According to the story, his motivation was fame at any cost. The Ephesians, outraged, announced that Herostratus' name never be recorded.","According to legend, his motive was to pursue fame at any cost. The people of Ephesus became extremely angry and declared they would never record the name of Herstratus."
希臘歷史學家斯特拉波後來記錄咗呢個名字，所以我哋今日先知道佢嘅存在。呢座神廟喺亞歷山大大帝出生嘅同一晚被摧毀。,"The Greek historian Strabo later noted the name, which is how we know today. The temple was destroyed on the same night that Alexander the Great was born.","The Greek historian Strabo later recorded this name, so we only know of its existence today. The temple was destroyed on the same night that Alexander the Great was born."
亞歷山大成為國王後曾提出支付重建神廟嘅費用，但呢個提議被拒絕。後來，亞歷山大去世後，神廟於公元前323年重建。,"Alexander, as king, offered to pay to rebuild the temple, but his offer was denied. Later, after Alexander died, the temple was rebuilt in 323 BCE.","After Alexander became king, he had proposed to pay for the reconstruction of the temple, but the proposal was rejected. Later, after Alexander's death, the temple was rebuilt in 323 BCE."
確保你隻手喺能夠準確彈奏所有音符嘅同時保持盡可能放鬆，亦盡量避免手指作出多餘嘅動作。,Make sure your hand is as relaxed as possible while still hitting all the notes correctly - also try not to make much extraneous motion with your fingers.,"Ensure that you can accurately play all notes with one hand while remaining as relaxed as possible, and try to avoid unnecessary finger movements."
咁樣可以令你嘅手盡量減少疲勞。記住，唔需要好似彈鋼琴時為咗增加音量而大力敲擊琴鍵。,"This way, you will tire yourself out as little as possible. Remember there's no need to hit the keys with a lot of force for extra volume like on the piano.","That way, you can minimize hand fatigue. Remember, you don't need to strike the keys as forcefully as playing the piano to increase volume."
彈手風琴時，如果想增加音量，可以用更大力度或者更快速度拉動風箱。,"On the accordion, to get extra volume, you use the bellows with more pressure or speed.","When playing a harmonica, to increase the volume, you can pull the bellows with greater force or faster speed."
神秘主義係追求與終極實在、神性、靈性真理或上帝建立聯繫、合一，或者獲得對呢啲存在嘅自覺認知。,"Mysticism is the pursuit of communion with, identity with, or conscious awareness of an ultimate reality, divinity, spiritual truth, or God.","Mysticism is the pursuit of establishing connection, unity, or awareness of the ultimate reality, divinity, spirituality, or God."
信徒尋求對神聖實在、神祇或眾神嘅直接體驗、直覺或深刻洞察。,"The believer seeks a direct experience, intuition, or insight into divine reality/the deity or deities.","Believers seek direct experience, intuition, or profound insight into the sacred reality, deities, or gods."
追隨者會實踐某些生活方式或修行方法，以培養呢類體驗。,"Followers pursue certain ways of living, or practices that are intended to nurture those experiences.",Followers practice certain lifestyles or meditation methods to cultivate such experiences.
神秘主義有別於其他宗教信仰同崇拜形式，因為佢特別重視個人直接體驗一種獨特嘅意識狀態，尤其係平靜、具洞察力、充滿喜悅，甚至狂喜嘅狀態。,"Mysticism can be distinguished from other forms of religious belief and worship by its emphasis on the direct personal experience of a unique state of consciousness, particularly those of a peaceful, insightful, blissful, or even ecstatic character.","Mysticism differs from other religious beliefs and forms of worship because it places particular emphasis on the individual's direct experience of a unique state of consciousness, especially one characterized by peace, insight, joy, and even ecstasy."
錫克教係源自印度次大陸嘅宗教，於15世紀喺旁遮普地區由印度教傳統內部嘅一個教派分裂而形成。,Sikhism is a religion from the Indian sub-continent. It originated in the Punjab region during the 15th century from a sectarian split within the Hindu tradition.,"Sikhism is a religion that originated on the Indian subcontinent, emerging in the 15th century from a sect within the Hindu tradition in the Punjab region."
錫克教徒認為自己嘅信仰係一種獨立於印度教嘅宗教，雖然佢哋承認當中具有印度教嘅根源同傳統。,Sikhs consider their faith to be a separate religion from Hinduism though they acknowledge its Hindu roots and traditions.,"Sikhs believe their faith is a religion independent of Hinduism, even though they acknowledge its Hindu roots and traditions."
錫克教徒稱自己嘅宗教為Gurmat，旁遮普語意思係「古魯之道」。古魯係印度各宗教中一個重要概念，而喺錫克教中，古魯嘅地位更成為信仰核心。,"Sikhs call their religion Gurmat, which is Punjabi for ""way of the guru"". The guru is a fundamental aspect of all Indian religions but in Sikhism has taken on an importance that forms the core of Sikh beliefs.","Sikhs refer to their religion as Gurmat, which in Punjabi means ""the path of the Guru."" The concept of a Guru is significant in many Indian religions, and in Sikhism, the status of the Guru becomes the core of their faith."
呢個宗教由古魯那納克（1469–1539年）於15世紀創立，之後先後由另外九位古魯傳承。,The religion was founded in the 15th century by Guru Nanak (1469–1539). There followed in succession a further nine gurus.,This religion was founded in the 15th century by Guru Nanak (1469–1539) and has since been passed down through nine subsequent gurus.
不過，1956年6月，赫魯曉夫嘅承諾受到考驗，因為波蘭工人原本抗議糧食短缺同減薪嘅騷亂，後來演變成反對共產主義嘅全面抗議。,"However, in June 1956, Krushchev's promises were put to the test when riots in Poland, where workers were protesting against food shortages and wage cuts, turned into a general protest against Communism.","However, in June 1956, Khrushchev's promises were tested, as the Polish workers' initial protests over food shortages and pay cuts later escalated into a full-scale opposition to communism."
雖然最後赫魯曉夫派出坦克恢復秩序，但佢亦對部分經濟要求作出讓步，並同意任命受民眾支持嘅瓦迪斯瓦夫·哥穆爾卡出任新總理。,"Although in the end, Krushchev sent in tanks to restore order, he did give way to some economic demands and agreed to appoint the popular Wladyslaw Gomulka as the new prime minister.","Although Khrushchev eventually sent tanks to restore order, he also made concessions on some economic demands and agreed to appoint Władysław Gomułka, a figure popular with the people, as the new prime minister."
印度河流域文明係位於印度次大陸西北部嘅青銅時代文明，範圍涵蓋現今巴基斯坦大部分地區，以及印度西北部同阿富汗東北部部分地區。,The Indus Valley Civilization was a Bronze Age civilisation in the northwest Indian subcontinent encompassing most of modern-day Pakistan and some regions in northwest India and northeast Afghanistan.,"The Indus Valley Civilization was a Bronze Age civilization located in the northwest of the Indian subcontinent, covering most of present-day Pakistan, as well as parts of northwestern India and northeastern Afghanistan."
呢個文明喺印度河流域蓬勃發展，因此得名為印度河流域文明。,The civilisation flourished in the basins of the Indus River wherefore it derives its name.,This civilization flourished in the Indus River valley and is therefore named the Indus Valley Civilization.
雖然有啲學者推測，由於呢個文明亦存在於現已乾涸嘅薩拉斯瓦蒂河流域，因此應該稱為「印度河—薩拉斯瓦蒂文明」；亦有學者根據哈拉帕遺址稱其為「哈拉帕文明」，因為哈拉帕係1920年代最早被發掘嘅遺址之一。,"Although some scholars speculate that since the civilisation also existed in the basins of the now dried up Sarasvati River, it should be aptly called the Indus-Sarasvati Civilization, while some call it the Harappan Civilization after Harappa, the first of its sites to be excavated in the 1920s.","Although some scholars speculate that, since this civilization also existed in the present-day dried-up Saraswati River basin, it should be called the ""Indus-Saraswati Civilization""; other scholars refer to it as the ""Harappan Civilization,"" because Harappa was one of the first sites to be excavated in the 1920s."
羅馬帝國嘅軍事化特性促進咗醫學技術嘅發展。,The militaristic nature of the Roman empire aided in the development of medical advances.,The militarization of the Roman Empire contributed to the development of medical technology.
奧古斯都大帝開始招募醫生，甚至組建咗第一支羅馬醫療隊，用於戰鬥後嘅救治工作。,Doctors began to be recruited by Emperor Augustus and even formed the first Roman Medical Corps for use in the aftermath of battles.,Emperor Augustus began recruiting doctors and even established the first Roman medical team for post-battle rescue operations.
外科醫生掌握多種鎮靜劑嘅知識，包括由罌粟籽提取嘅嗎啡，以及由天仙子種子提取嘅東莨菪鹼。,Surgeons had knowledge of various sedatives including morphine from extracts of poppy seeds and scopolamine from herbane seeds.,"The surgeon possesses knowledge of various sedatives, including morphine extracted from opium seeds and scopolamine extracted from the seeds of the henbane plant."
佢哋熟練掌握截肢技術，以挽救患壞疽嘅病人，同時亦懂得使用止血帶同動脈夾鉗控制出血。,They became proficient at amputation to save patients from gangrene as well as tourniquets and arterial clamps to stem blood flow.,They are proficient in amputation techniques to save patients with gangrene and also skilled in using tourniquets and arterial clamps to control bleeding.
經過數個世紀嘅發展，羅馬帝國喺醫學領域取得重大成就，並奠定咗今日醫學知識嘅重要基礎。,"Over multiple centuries, the Roman empire led to great gains in the field of medicine and formed much of the knowledge we know today.","Over several centuries of development, the Roman Empire achieved significant accomplishments in the field of medicine and laid the important foundation for modern medical knowledge."
淨土摺紙係一種受限制嘅摺紙形式，規定每次只能進行一次摺疊，唔允許使用反摺等較複雜技巧，而且所有摺痕位置都必須簡單直接。,"Pureland origami is origami with the restriction that only one fold may be done at a time, more complex folds like reverse folds are not allowed, and all folds have straightforward locations.","Pure Land origami is a restricted form of origami that stipulates only one fold can be performed at a time, forbidding more complex techniques such as reverse folding, and all crease positions must be simple and straightforward."
