src,ref,hyp
我们了解许多希腊政治家、科学家和艺术家。这个文化中最著名的人物可能是传奇盲人诗人荷马，他创作了希腊文学的两部杰作：《伊利亚特》和《奥德赛》。,"We know many Greek politicians, scientists, and artists. Possibly the most known person of this culture is Homer, the legendary blind poet, who composed two masterpieces of Greek literature: the poems Iliad and Odyssey.","We are familiar with many Greek politicians, scientists, and artists. The most famous figure in this culture may be the legendary blind poet Homer, who created two masterpieces of Greek literature: ""The Iliad"" and ""The Odyssey."""
索福克勒斯和阿里斯托芬至今仍是著名剧作家，他们的戏剧被认为是世界文学中最伟大的作品之一。,Sophocles and Aristophanes are still popular playwrights and their plays are considered to be among the greatest works of world literature.,"Sophocles and Aristophanes are still famous playwrights today, and their plays are considered among the greatest works in world literature."
另一位著名的希腊人是数学家毕达哥拉斯，他主要因提出关于直角三角形边长关系的著名定理而闻名。,"Another famous Greek is a mathematician Pythagoras, mostly known for his famous theorem about relations of the sides of right triangles.","Another famous Greek was the mathematician Pythagoras, who is mainly known for proposing the famous theorem about the relationship between the lengths of the sides of a right-angled triangle."
关于印地语使用者的人数有不同估计。据估计，印地语是世界上使用人数排名第二至第四的语言。,There are varying estimates for how many people speak Hindi. It is estimated to be between the second and fourth most commonly spoken language in the world.,There are different estimates regarding the number of Hindi speakers. Hindi is estimated to be the second to fourth most spoken language in the world.
母语使用者数量会因是否将关系非常密切的方言计算在内而有所不同。,The number of native speakers varies depending on whether or not very closely related dialects are counted.,The number of native speakers varies depending on whether closely related dialects are included.
据估计，印地语使用者人数约为3.4亿至5亿，而能够理解这种语言的人数多达8亿。,"Estimates range from 340 million to 500 million speakers, and as many as 800 million people can understand the language.","It is estimated that there are about 340 million to 500 million Hindi speakers, while up to 800 million people can understand the language."
印地语和乌尔都语在词汇方面相似，但书写系统不同；在日常交流中，两种语言的使用者通常能够相互理解。,"Hindi and Urdu are similar in vocabulary but different in script; in everyday conversations, speakers of both languages can usually understand each other.","Hindi and Urdu are similar in vocabulary but have different writing systems; in everyday communication, speakers of both languages can usually understand each other."
15世纪前后，爱沙尼亚北部深受德国文化的影响。,"Around the 15th century, northern Estonia was under great cultural influence of Germany.","Around the 15th century, northern Estonia was deeply influenced by German culture."
一些德国修道士希望让上帝更贴近当地民众，因此创造了爱沙尼亚书面语言。,"Some German monks wanted to bring God closer to the native people, so they invented the Estonian literal language.","Some German monks wanted to bring God closer to the local people, so they created the written language of Estonia."
它以德文字母表为基础，并增加了一个字母“Õ/õ”。,"It was based on the German alphabet and one character ""Õ/õ"" was added.","It is based on the German alphabet and adds one letter, ""Õ/õ""."
随着时间推移，许多借自德语的词汇逐渐融合，这标志着启蒙运动的开始。,"As time passed, many words that were borrowed from German coalesced. This was the beginning of enlightenment.","As time went by, many German-derived words gradually merged, marking the beginning of the Enlightenment."
传统上，王位继承人在完成学业后会直接进入军队服役。,"Traditionally, the heir to the throne would go straight into the military after finishing school.","Traditionally, the heir to the throne enters the military service directly after completing his studies."
然而，查尔斯进入剑桥大学三一学院学习，先后研修人类学、考古学和历史学，并获得了二等二级学位（较低的二等学位）。,"However, Charles went to university at Trinity College, Cambridge where he studied Anthropology and Archaeology, and later History, earning a 2:2 (a lower second class degree).","However, Charles entered Trinity College, Cambridge, where he studied anthropology, archaeology, and history, and obtained a second-class second degree (the lower of the second-class degrees)."
查尔斯是英国王室中第一位获得大学学位的成员。,Charles was the first member of the British Royal Family to be awarded a degree.,Charles is the first member of the British Royal Family to receive a university degree.
欧洲部分的土耳其（巴尔干半岛上的东色雷斯或鲁米利亚）占该国国土面积的3%。,European Turkey (eastern Thrace or Rumelia in the Balkan peninsula) includes 3% of the country.,3% of the country's territory is occupied by Turkey in Europe (East Thrace or Rumelia on the Balkan Peninsula).
土耳其领土长1600多公里（1000英里），宽800公里（500英里），大致呈矩形。,"The territory of Turkey is more than 1,600 kilometres (1,000 mi) long and 800 km (500 mi) wide, with a roughly rectangular shape.","Turkey's territory is over 1,600 kilometers (1,000 miles) long and 800 kilometers (500 miles) wide, roughly rectangular in shape."
"土耳其国土面积（包括湖泊）为783,562平方公里（300,948平方英里），其中755,688平方公里（291,773平方英里）位于西南亚，23,764平方公里（9,174平方英里）位于欧洲。","Turkey's area, including lakes, occupies 783,562 square kilometres (300,948 sq mi), of which 755,688 square kilometres (291,773 sq mi) are in south west Asia and 23,764 square kilometres (9,174 sq mi) in Europe.","Turkey's total area (including lakes) is 783,562 square kilometers (300,948 square miles), of which 755,688 square kilometers (291,773 square miles) are located in Southwest Asia, and 23,764 square kilometers (9,174 square miles) are located in Europe."
土耳其面积位居世界第37位，约相当于法国本土和英国面积之和。,"Turkey's area makes it the world's 37th-largest country, and is about the size of Metropolitan France and the United Kingdom combined.","Turkey ranks 37th in the world in terms of area, approximately equivalent to the sum of the areas of France and the United Kingdom."
土耳其三面环海：西临爱琴海，北临黑海，南临地中海。,"Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south.","Turkey is surrounded by three seas: the Aegean Sea to the west, the Black Sea to the north, and the Mediterranean Sea to the south."
卢森堡历史悠久，但其独立地位始于1839年。,Luxembourg has a long history but its independence dates from 1839.,"Luxembourg has a long history, but its independent status began in 1839."
如今比利时的部分地区过去曾属于卢森堡，但在19世纪30年代比利时革命后成为比利时领土。,Present-day parts of Belgium were part of Luxembourg in the past but became Belgian after the 1830s Belgian Revolution.,Parts of what is now Belgium were once part of Luxembourg but became Belgian territory after the Belgian Revolution in the 1830s.
卢森堡一直努力保持中立国地位，但在第一次世界大战和第二次世界大战期间均被德国占领。,Luxembourg has always tried to remain a neutral country but it was occupied in both World War I and World War II by Germany.,"Luxembourg has always strived to maintain its neutral status, but it was occupied by Germany during both World War I and World War II."
1957年，卢森堡成为如今称为欧盟的这一组织的创始成员国。,In 1957 Luxembourg became a founding member of the organization which is today known as the European Union.,"In 1957, Luxembourg became a founding member of the organization now known as the European Union."
朱克杰宗（Drukgyal Dzong）是一座废弃的堡垒和佛教寺院，位于帕罗宗上部地区（方德村）。,The Drukgyal Dzong is a ruined fortress and Buddhist monastery in the upper part of the Paro District (in Phondey Village).,Drukgyal Dzong is a ruined fortress and Buddhist monastery located in the upper Paro district (Phodrang village).
据说，1649年，夏仲阿旺朗杰（Zhabdrung Ngawang Namgyel）建造了这座堡垒，以纪念他战胜藏蒙联军的胜利。,"It is said that in 1649, Zhabdrung Ngawang Namgyel created the fortress to commemorate his victory against the Tibetan-Mongol forces.","It is said that in 1649, Zhabdrung Ngawang Namgyel built this fortress to commemorate his victory over the Tibetan-Mongol joint forces."
1951年，一场大火使朱克杰宗仅留下少量遗迹，例如夏仲阿旺朗杰的塑像。,"In 1951, a fire caused for only some of the relics of the Drukgyal Dzong to remain, such as the image of Zhabdrung Ngawang Namgyal.","In 1951, a fire reduced Zhu Kejie Zong to only a few remnants, such as the statue of Xian Zhong Awang Langjie."
火灾后，这座堡垒得到保存和保护，至今仍是不丹最引人注目的景点之一。,"After the fire, the fortress was preserved and protected, remaining to be one of Bhutan's most sensational attractions.","After the fire, the fortress was preserved and protected, and it remains one of Bhutan's most notable attractions to this day."
18世纪的柬埔寨处于两个强大邻国——泰国和越南之间的夹缝中。,"During the 18th century Cambodia found itself squeezed between two powerful neighbors, Thailand and Vietnam.",Eighteenth-century Cambodia was caught between two powerful neighbors—Thailand and Vietnam.
18世纪期间，泰国曾多次入侵柬埔寨，并于1772年摧毁了金边。,The Thais invaded Cambodia several times in the 18th century and in 1772 they destroyed Phnom Phen.,"During the 18th century, Thailand repeatedly invaded Cambodia and destroyed Phnom Penh in 1772."
18世纪末，越南也入侵了柬埔寨。,In the last years of the 18th century the Vietnamese also invaded Cambodia.,"In the late 18th century, Vietnam also invaded Cambodia."
18%的委内瑞拉人处于失业状态，而就业者中的大多数从事非正规经济活动。,"Eighteen percent of Venezuelans are unemployed, and most of those who are employed work in the informal economy.","18% of Venezuelans are unemployed, and most of those employed are engaged in the informal economy."
在就业的委内瑞拉人中，三分之二从事服务业，近四分之一从事工业，五分之一从事农业。,"Two thirds of Venezuelans who work do so in the service sector, nearly a quarter work in industry and a fifth work in agriculture.","In Venezuela's workforce, two-thirds are employed in the service sector, nearly a quarter in industry, and one-fifth in agriculture."
石油是委内瑞拉的重要产业之一。该国是石油净出口国，尽管只有1%的人从事石油行业。,"An important industry for Venezuelans is oil, where the country is a net exporter, even though only one percent work in the oil industry.","Oil is one of Venezuela's important industries. The country is a net oil exporter, although only 1% of the population works in the oil industry."
新加坡独立初期，新加坡植物园凭借其专业知识帮助该岛转变为热带花园城市。,"Early in the nation's independence, Singapore Botanic Gardens' expertise helped to transform the island into a tropical Garden City.","In the early days of Singapore's independence, the Singapore Botanic Gardens contributed its expertise to transform the island into a tropical garden city."
1981年，兰花杂交品种卓锦万代兰被选为新加坡国花。,"In 1981, Vanda Miss Joaquim, an orchid hybrid, was chosen as the nation's national flower.","In 1981, the orchid hybrid variety Zhan Jin Wan Dai Orchid was chosen as the national flower of Singapore."
每年10月左右，近150万只食草动物从北部山区出发，穿越马拉河，前往南部平原迎接雨季。,"Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.","Around October each year, nearly 1.5 million herbivores set off from the northern mountains, cross the马拉河, and head to the southern plains to welcome the rainy season."
大约在4月雨季结束后，它们又经由西部返回北方，再次穿越马拉河。,"And then back to the north through the west, once again crossing the Mara river, after the rains in around April.","Around April, after the rainy season ended, they returned westward and headed north again, crossing the马拉河."
塞伦盖蒂地区包括坦桑尼亚的塞伦盖蒂国家公园、恩戈罗恩戈罗保护区、马斯瓦野生动物保护区，以及肯尼亚的马赛马拉国家保护区。,"The Serengeti region contains the Serengeti National Park, the Ngorongoro Conservation Area and Maswa Game Reserve in Tanzania and the Maasai Mara National Reserve in Kenya.","The Serengeti region includes Serengeti National Park, Ngorongoro Conservation Area, and Maswa Wildlife Reserve in Tanzania, as well as the Maasai Mara National Reserve in Kenya."
学习制作互动媒体需要掌握传统和常规技能，以及在互动课程中学习的相关工具（如分镜设计、音频和视频编辑、故事叙述等）。,"Learning to create interactive media requires conventional and traditional skills, as well as tools mastered in interactive classes (storyboarding, audio and video editing, story telling, etc.)","Learning to create interactive media requires mastering traditional and conventional skills, as well as the tools learned in interactive courses (such as storyboarding, audio and video editing, storytelling, etc.)."
互动设计要求你重新审视对媒体制作的假设，并学会以非线性方式思考。,Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways.,Interaction design requires you to re-examine assumptions about media production and learn to think in a non-linear way.
互动设计要求项目各组成部分相互连接，同时也能够作为独立实体发挥作用。,"Interactive design requires that components of a project connect to each other, but also make sense as a separate entity.",Interaction design requirements call for the various components of the project to be interconnected while also being able to function as independent entities.
变焦镜头的缺点是，为实现不同焦距范围，其焦距设计复杂度以及所需镜片元件数量都远高于定焦镜头。,The disadvantage of zoom lenses is that the focal complexity and number of lens elements required to achieve a range of focal lengths is much greater than for prime lenses.,"The disadvantage of a zoom lens is that, to achieve different focal lengths, its focal length design complexity and the number of required lens elements are both significantly higher than those of a prime lens."
随着镜头制造商不断提高生产标准，这一问题正在逐渐减轻。,This is becoming less of an issue as lens manufacturers achieve higher standards in lens production.,"As camera manufacturers continue to raise production standards, this issue is gradually easing."
这使得变焦镜头能够拍摄出与固定焦距镜头质量相当的照片。,This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length.,This allows the zoom lens to take photos of comparable quality to those taken with a prime lens.
变焦镜头的另一个缺点是其最大光圈（镜头速度）通常较小。,Another disadvantage of zoom lenses is that the maximum aperture (the speed) of the lens is usually lower.,Another disadvantage of zoom lenses is that their maximum aperture (lens speed) is usually smaller.
这使得廉价变焦镜头在没有闪光灯的情况下难以在低光环境中使用。,This makes inexpensive zoom lenses hard to use in low-light conditions without a flash.,This makes it difficult to use cheap zoom lenses in low-light environments without a flash.
将电影转换为DVD格式时最常见的问题之一是过扫描。,One of the most common problems when trying to convert a movie to DVD format is the overscan.,One of the most common problems when converting a movie to DVD format is overscan.
大多数电视机的设计都是为了满足普通观众的观看需求。,Most televisions are made in a way to please the general public.,Most TV designs are intended to meet the viewing needs of the average audience.
因此，电视上显示的画面通常会裁剪掉顶部、底部和两侧的边缘。,"For that reason, everything you see on the TV had the borders cut, top, bottom and sides.","Therefore, the picture displayed on the TV screen is usually cropped to remove the edges at the top, bottom, and sides."
这样做是为了确保图像覆盖整个屏幕，这种现象称为“过扫描”。,This is made to ensure that the image covers the whole screen. That is called overscan.,"This is done to ensure the image covers the entire screen, a phenomenon known as ""overscan."""
遗憾的是，制作DVD时，画面的边缘也很可能会被裁剪。如果视频中的字幕太靠近底部，就无法完整显示。,"Unfortunately, when you make a DVD, it's borders will most likely be cut too, and if the video had subtitles too close to the bottom, they won't be fully shown.","Unfortunately, when making DVDs, the edges of the picture are also likely to be cropped. If the subtitles in the video are too close to the bottom, they may not display completely."
传统的中世纪城堡长期以来激发着人们的想象，让人联想到骑士比武、盛宴以及亚瑟王时代的骑士精神。,"The traditional medieval castle has long inspired the imagination, conjuring up images of jousts, banquets and Arthurian chivalry.","Traditional medieval castles have long inspired people's imagination, evoking images of knightly tournaments, feasts, and the chivalry of the Arthurian era."
即使站在千年古老的废墟中，人们也很容易想起早已消逝的战争场景，仿佛能听见马蹄踏在鹅卵石上的声响，也能闻到从地牢深处散发出的恐惧气息。,"Even standing amidst thousand year-old ruins it is easy to bring to mind the sounds and smells of battles long gone, to almost hear the clatter of hooves on the cobbles and to smell the fear rising from the dungeon pits.","Even standing amidst the ruins of an ancient city thousands of years old, people can easily recall the long-gone scenes of war, as if they can hear the sound of hooves on cobblestones and smell the fear that permeates from the depths of the dungeon."
但我们的想象是否基于现实？城堡最初为何建造？它们又是如何设计和建造的？,But is our imagination based on reality? Why were castles built in the first place? How were they designed and built?,But is our imagination based on reality? Why were castles originally built? And how were they designed and constructed?
作为那个时期的典型建筑，基比穆克斯洛城堡（Kirby Muxloe Castle）与其说是真正的城堡，不如说是一座防御性住宅。,"Typical for the period, Kirby Muxloe Castle is more of a fortified house than a true castle.","As a typical building of that period, Kirby Muxloe Castle is more of a defensive residence than a true castle."
它的大型玻璃窗和薄墙无法长时间抵御有组织的猛烈攻击。,Its large glazed windows and thin walls would not have been able to resist a determined attack for long.,Its large glass windows and thin walls could not withstand organized fierce attacks for long.
15世纪80年代，当黑斯廷斯勋爵开始建造它时，该国相对和平，只需防御小股流窜的劫匪。,"In the 1480s, when its construction was begun by Lord Hastings, the country was relatively peaceful and defense was only required against small bands of roving marauders.","In the 1580s, when Lord Hastings began building it, the country was relatively peaceful, requiring only defense against small bands of roving pirates."
均势是一种欧洲国家试图维护所有欧洲国家主权的体系。,The balance of power was a system in which European nations sought to maintain the national sovereignty of all European states.,A balance of power is a system that European countries attempt to maintain the sovereignty of all European countries.
这一理念认为，所有欧洲国家都应防止某一国家变得过于强大，因此各国政府经常调整联盟关系，以维持力量平衡。,"The concept was that all European nations had to seek to prevent one nation from becoming powerful, and thus national governments often changed their alliances in order to maintain the balance.","This concept holds that all European nations should prevent any one country from becoming too powerful, and thus governments often adjust alliances to maintain a balance of power."
西班牙王位继承战争标志着第一场以均势问题为核心的战争。,The War of Spanish Succession marked the first war whose central issue was the balance of power.,The War of Spanish Succession marked the first war centered around the issue of balance of power.
这标志着一个重要变化，因为欧洲列强不再能够以宗教战争作为借口。因此，三十年战争将成为最后一场被称为宗教战争的战争。,"This marked an important change, as European powers would no longer have the pretext of being religious wars. Thus, the Thirty Years' War would be the last war to be labeled a religious war.","This marks an important change, as the European powers can no longer use religious wars as an excuse. Therefore, the Thirty Years' War will be the last war to be called a religious war."
公元前356年7月21日，以弗所的阿尔忒弥斯神庙被赫罗斯特拉图斯（Herostratus）纵火焚毁。,"The temple of Artemis at Ephesus was destroyed on July 21, 356 BCE in an act of arson committed by Herostratus.","On July 21, 356 BC, the Temple of Artemis in Ephesus was destroyed by fire set by Herostratus."
据传，他的动机是为了不惜一切代价获得名声。愤怒的以弗所人宣布永远不记录赫罗斯特拉图斯的名字。,"According to the story, his motivation was fame at any cost. The Ephesians, outraged, announced that Herostratus' name never be recorded.",It is said that his motivation was to gain fame at any cost. The angry Ephesians declared that they would never record Herodotus's name.
希腊历史学家斯特拉博后来记录了这个名字，因此我们今天才得以知晓。该神庙在亚历山大大帝出生的同一夜被毁。,"The Greek historian Strabo later noted the name, which is how we know today. The temple was destroyed on the same night that Alexander the Great was born.","The Greek historian Strabo later recorded this name, which is why we know it today. The temple was destroyed on the very night Alexander the Great was born."
亚历山大大帝成为国王后曾提出出资重建神庙，但这一提议遭到拒绝。后来，在亚历山大去世后，神庙于公元前323年重建。,"Alexander, as king, offered to pay to rebuild the temple, but his offer was denied. Later, after Alexander died, the temple was rebuilt in 323 BCE.","After becoming king, Alexander the Great proposed to fund the rebuilding of the temple, but this proposal was rejected. Later, after Alexander's death, the temple was rebuilt in 323 BC."
确保你的手在准确弹奏所有音符的同时尽可能保持放松，也尽量避免手指做多余的动作。,Make sure your hand is as relaxed as possible while still hitting all the notes correctly - also try not to make much extraneous motion with your fingers.,"Ensure your hands are as relaxed as possible while accurately playing all the notes, and also avoid unnecessary finger movements."
这样可以最大程度减少疲劳。记住，不需要像弹钢琴时为了增加音量那样用很大的力气敲击琴键。,"This way, you will tire yourself out as little as possible. Remember there's no need to hit the keys with a lot of force for extra volume like on the piano.","This can minimize fatigue. Remember, you don't need to use excessive force on the keys, like you would when playing the piano to increase volume."
在手风琴上，如果想获得更大的音量，需要以更大的力度或更快的速度拉动风箱。,"On the accordion, to get extra volume, you use the bellows with more pressure or speed.","To achieve a louder volume on the accordion, you need to pull the bellows with greater force or at a faster speed."
神秘主义是追求与终极实在、神性、精神真理或上帝建立联系、融为一体，或获得对其的自觉意识。,"Mysticism is the pursuit of communion with, identity with, or conscious awareness of an ultimate reality, divinity, spiritual truth, or God.","Mysticism is the pursuit of connection, unity, or conscious awareness with ultimate reality, divinity, spiritual truth, or God."
信徒寻求对神圣实在、神祇或诸神的直接体验、直觉感悟或深刻洞见。,"The believer seeks a direct experience, intuition, or insight into divine reality/the deity or dieties.","Believers seek direct experience, intuitive insight, or profound understanding of the sacred reality, deity, or deities."
追随者遵循某些生活方式或修行实践，以培养和深化这些体验。,"Followers pursue certain ways of living, or practices that are intended to nurture those experiences.",Followers adhere to certain lifestyles or practices of cultivation to develop and deepen these experiences.
神秘主义与其他形式的宗教信仰和崇拜的区别在于，它强调个人直接体验一种独特的意识状态，尤其是平静、具有洞察力、幸福甚至狂喜的意识状态。,"Mysticism can be distinguished from other forms of religious belief and worship by its emphasis on the direct personal experience of a unique state of consciousness, particularly those of a peaceful, insightful, blissful, or even ecstatic character.","The distinction of mysticism from other forms of religious belief and worship lies in its emphasis on personal direct experience of a unique state of consciousness, particularly one of peace, insight, happiness, or even ecstasy."
锡克教是一种起源于印度次大陆的宗教，于15世纪在旁遮普地区由印度教传统内部的一个宗派分化而产生。,Sikhism is a religion from the Indian sub-continent. It originated in the Punjab region during the 15th century from a sectarian split within the Hindu tradition.,Sikhism is a religion that originated on the Indian subcontinent and emerged in the 15th century from a schism within the Hindu tradition in the Punjab region.
锡克教徒认为他们的信仰是独立于印度教之外的宗教，尽管他们承认锡克教具有印度教的根源和传统。,Sikhs consider their faith to be a separate religion from Hinduism though they acknowledge its Hindu roots and traditions.,"Sikhs believe their faith is a religion independent of Hinduism, although they acknowledge that Sikhism has Hindu roots and traditions."
锡克教徒称其宗教为Gurmat，在旁遮普语中意为“古鲁之道”。古鲁是所有印度宗教中的重要概念，但在锡克教中具有特殊地位，并构成了锡克教信仰的核心。,"Sikhs call their religion Gurmat, which is Punjabi for ""way of the guru"". The guru is a fundamental aspect of all Indian religions but in Sikhism has taken on an importance that forms the core of Sikh beliefs.","Sikhs refer to their religion as Gurmat, which means ""the way of the Guru"" in Punjabi. The Guru is an important concept in all Indian religions, but holds a special status in Sikhism and forms the core of Sikh faith."
该宗教由古鲁·纳纳克（1469—1539年）于15世纪创立，之后又相继出现了九位古鲁。,The religion was founded in the 15th century by Guru Nanak (1469–1539). There followed in succession a further nine gurus.,"This religion was founded by Guru Nanak (1469–1539) in the 15th century, and nine more Gurus followed him."
然而，1956年6月，当波兰因工人抗议食品短缺和工资削减而爆发的骚乱演变成一场反对共产主义的全面抗议时，赫鲁晓夫的承诺受到了考验。,"However, in June 1956, Krushchev's promises were put to the test when riots in Poland, where workers were protesting against food shortages and wage cuts, turned into a general protest against Communism.","However, in June 1956, when the riots in Poland, sparked by workers' protests against food shortages and wage cuts, evolved into a full-scale anti-communist demonstration, Khrushchev's pledge was tested."
尽管最终赫鲁晓夫派出坦克恢复秩序，但他也满足了部分经济诉求，并同意任命深受民众支持的瓦迪斯瓦夫·哥穆尔卡为新总理。,"Although in the end, Krushchev sent in tanks to restore order, he did give way to some economic demands and agreed to appoint the popular Wladyslaw Gomulka as the new prime minister.","Although Khrushchev eventually sent tanks to restore order, he also met some of the economic demands and agreed to appoint the popular Władysław Gomułka as the new Prime Minister."
印度河流域文明是青铜时代的一个文明，位于印度次大陆西北部，范围涵盖现代巴基斯坦的大部分地区，以及印度西北部和阿富汗东北部的一些区域。,The Indus Valley Civilization was a Bronze Age civilisation in the northwest Indian subcontinent encompassing most of modern-day Pakistan and some regions in northwest India and northeast Afghanistan.,"The Indus Valley Civilization was a Bronze Age civilization located in the northwestern part of the Indian subcontinent, encompassing most of modern-day Pakistan, as well as some regions in northwestern India and northeastern Afghanistan."
该文明繁盛于印度河流域，因此得名印度河流域文明。,The civilisation flourished in the basins of the Indus River wherefore it derives its name.,"The civilization flourished in the Indus River Valley, hence its name, the Indus Valley Civilization."
尽管一些学者认为，由于该文明也存在于如今已经干涸的萨拉斯瓦蒂河流域，因此称其为“印度河—萨拉斯瓦蒂文明”更为恰当；另一些人则根据20世纪20年代最早发掘的遗址哈拉帕，将其称为“哈拉帕文明”。,"Although some scholars speculate that since the civilisation also existed in the basins of the now dried up Sarasvati River, it should be aptly called the Indus-Sarasvati Civilization, while some call it the Harappan Civilization after Harappa, the first of its sites to be excavated in the 1920s.","While some scholars argue that it is more appropriate to call it the ""Indus-Saraswati Civilization"" because this civilization also existed in the now-dry Saraswati River basin, others refer to it as the ""Harappa Civilization"" based on the earliest excavated site, Harappa, which dates back to the 1920s."
罗马帝国的军事化性质推动了医学的发展与进步。,The militaristic nature of the Roman empire aided in the development of medical advances.,The militaristic nature of the Roman Empire propelled the development and advancement of medicine.
奥古斯都皇帝开始招募医生，甚至组建了第一支罗马医疗队，用于战后的救治工作。,Doctors began to be recruited by Emperor Augustus and even formed the first Roman Medical Corps for use in the aftermath of battles.,Augustus the Emperor began recruiting doctors and even formed the first Roman medical team for post-war medical care.
外科医生掌握了多种镇静剂的使用知识，包括从罂粟种子提取的吗啡以及从莨菪种子提取的东莨菪碱。,Surgeons had knowledge of various sedatives including morphine from extracts of poppy seeds and scopolamine from herbane seeds.,"Surgeons are knowledgeable about the use of various anesthetics, including morphine extracted from poppy seeds and scopolamine extracted from henbane seeds."
他们熟练掌握了通过截肢挽救坏疽患者的方法，以及使用止血带和动脉夹来控制血流。,They became proficient at amputation to save patients from gangrene as well as tourniquets and arterial clamps to stem blood flow.,"They have mastered the methods of saving gangrenous patients through amputation, as well as using tourniquets and动脉夹 to control blood flow."
在数个世纪的发展过程中，罗马帝国推动了医学领域的巨大进步，并奠定了许多我们今天所知医学知识的基础。,"Over multiple centuries, the Roman empire led to great gains in the field of medicine and formed much of the knowledge we know today.","Over several centuries of development, the Roman Empire advanced the field of medicine significantly and laid the foundation for much of the medical knowledge we know today."
净土折纸是一种具有严格限制的折纸形式：每次只能进行一次折叠，不允许进行反向折叠等复杂折法，并且所有折痕位置都必须明确且简单。,"Pureland origami is origami with the restriction that only one fold may be done at a time, more complex folds like reverse folds are not allowed, and all folds have straightforward locations.","Pure Land origami is a form of origami with strict limitations: only one fold can be made at a time, reverse folding, and other complex techniques are not allowed, and all crease positions must be clear and simple."
