src,ref,hyp
这是 eBay 史上最大型的一次收购。,It is the biggest acquisition in eBay's history.,This is the largest acquisition in eBay's history.
该公司希望实现利润来源的多元化，并在 Skype 广泛普及的中国、东欧和巴西等地区提高知名度。,"The company hopes to diversify its profit sources and gain popularity in areas where Skype holds a strong position, such as China, Eastern Europe, and Brazil.","The company aims to diversify its revenue streams and increase its visibility in regions where Skype is widely popular, such as China, Eastern Europe, and Brazil."
科学家怀疑土卫二有活跃的地质活动，而且可能是冰冻的土星 E 光环的来源。,Scientists have suspected Enceladus as geologically active and a possible source of Saturn's icy E ring.,Scientists suspect Enceladus has active geological processes and may be the source of the frozen Saturn E ring.
土卫二 (Enceladus) 是太阳系中反射能力最强的物体，能反射约90％照射到它表面的太阳光。,"Enceladus is the most reflective object in the solar system, reflecting about 90 percent of the sunlight that hits it.","Enceladus is the most reflective object in the solar system, reflecting about 90% of the sunlight that hits its surface."
游戏发行商科乐美（Konami）今天在一家日本报纸上发表声明，他们不会发行《费卢杰六日》这款游戏。,The game publisher Konami stated today in a Japanese newspaper that they will not be releasing the game Six Days in Fallujah.,"Konami, the game publisher, issued a statement today in a Japanese newspaper confirming they will not release the game ""Falujei Six Days."""
这款游戏以第二次费卢杰（Fallujah）战役为背景，这是美军和伊拉克军队之间的一场恶战。,"The game is based on the Second Battle of Fallujah, a vicious battle between American and Iraqi forces.","This game is set against the backdrop of the second Battle of Fallujah, a brutal battle between American and Iraqi forces."
ACMA 还发现，尽管视频已经在互联网上播放，但《老大哥》（Big Brothe）并未违反在线内容审查的法律，因为该媒体并未保存在《老大哥》的网站上。,"The ACMA also found that despite the video being streamed on the Internet, Big Brother had not breached online content censorship laws as the media had not been stored on Big Brother's website.","ACMA also found that despite the video being played on the internet, 'Big Brother' did not violate the law on online content review because the media was not stored on the 'Big Brother' website."
《广播服务法》规定了对互联网内容如何监管，但只有实际储存在服务器上的内容才能被视为互联网内容。,"The Broadcasting Services Act provides for the regulation of Internet content, however to be considered Internet content, it must physically reside on a server.","The Broadcasting Service Act stipulates how internet content should be regulated, but only content actually stored on servers can be considered internet content."
位于肯尼亚内罗毕的美国大使馆发出了警告称，“索马里极端分子”正策划在肯尼亚和埃塞俄比亚发动自杀性炸弹袭击。,"The United States embassy located in Nairobi, Kenya has issued a warning that ""extremists from Somalia"" are planning to launch suicide bomb attacks in Kenya and Ethiopia.","The U.S. Embassy in Nairobi, Kenya issued a warning that ""Somali extremists"" are planning suicide bomb attacks in Kenya and Ethiopia."
“美国表示，他们收到了来自一名不愿公开身份的人士提供的信息，其中专门提到了通过自杀炸弹袭击者炸毁埃塞俄比亚和肯尼亚的‘著名地标’。”,"The U.S. says it has received information from an undisclosed source that specifically mentions the use of suicide bombers to will blow up ""prominent landmarks"" in Ethiopia and Kenya.",The United States stated that they received information from an unnamed individual which specifically mentioned the destruction of 'prominent landmarks' in Ethiopia and Kenya by suicide bombers.
早在《每日秀》（The Daily Show）和《科尔伯特报告》（Colbert Report）之前，赫克（Heck）和约翰逊（Johnson）在 1988 年还在华盛顿大学求学时期，就曾构想过一份出版物，以嘲讽的形式戏说新闻（包括新闻报道）。,"Long before The Daily Show and The Colbert Report, Heck and Johnson envisioned a publication that would parody the news—and news reporting—when they were students at UW in 1988.","As early as before *The Daily Show* and *The Colbert Report*, Heck and Johnson had conceptualized a publication while studying at the University of Washington in 1988, satirizing news in a mocking form."
自创办以来，《洋葱报》已经成为一个名副其实的讽刺戏仿类新闻帝国，旗下拥有印刷刊物、网站（10 月份吸引了 500 万独立访问者）、个人广告、24 小时新闻网络、播客，以及近期推出的名为《我们的愚蠢世界》的世界地图集。,"Since its inception, The Onion has become a veritable news parody empire, with a print edition, a website that drew 5,000,000 unique visitors in the month of October, personal ads, a 24 hour news network, podcasts, and a recently launched world atlas called Our Dumb World.","Since its inception, The Onion has become a veritable satirical parody news empire, owning print publications, a website (which attracted 5 million unique visitors in October), personal ads, a 24-hour news network, podcasts, and the recently launched World Atlas titled Our Stupid World."
艾伯特·戈尔和汤米·弗兰克斯将军漫不经心地吐露出他们最喜欢的头条（当时洋葱网曾报道说，戈尔在2000年竞选失利后，与其妻子蒂珀享受了一生中最美好的性爱时光）。,Al Gore and General Tommy Franks casually rattle off their favorite headlines (Gore's was when The Onion reported he and Tipper were having the best sex of their lives after his 2000 Electoral College defeat).,"Albert Gore and General Tommy Franks casually disclosed their favorite headline (at the time, Onion Network had reported that Gore and his wife Tipper enjoyed the best sex of their lives after losing the 2000 election)."
其中的许多作者后来对乔恩·斯图尔特 (Jon Stewart) 和史蒂芬·科尔伯特 (Stephen Colbert) 的新闻恶搞节目产生了巨大影响。,Many of their writers have gone on to wield great influence on Jon Stewart and Stephen Colbert's news parody shows.,Many of the authors later had a huge impact on the satirical news shows of Jon Stewart and Stephen Colbert.
这一艺术活动也是布加勒斯特市政厅发起的宣传活动的组成部分之一，旨在重新塑造罗马尼亚首都，打造出富有创意、多姿多彩的大都市形象。,The artistic event is also part of a campaign by the Bucharest City Hall that seeks to relaunch the image of the Romanian capital as a creative and colourful metropolis.,"This art event is also part of the promotional activities initiated by the Bucharest City Hall, aiming to reshape Romania's capital and create a creative and vibrant metropolis image."
今年 6 月至 8 月，这座城市将成为东南欧第一个举办全球最大公共艺术活动奔牛节的城市。,"The city will be the first in southeastern Europe to host CowParade, the world's largest public art event, between June and August this year.","From June to August this year, this city will become the first in Southeast Europe to host the world's largest public art event, the Running of the Bulls."
今天的公告也延续了政府在今年 3 月作出的承诺：为额外车厢提供资金援助。,Today's announcement also extended the government's commitment made in March of this year to fund extra carriages.,The announcement today also continued the government's commitment made in March this year: to provide financial aid for additional carriages.
新增 300 节车厢，使总车厢数达到 1300 节，以此缓解过度拥挤的情况。,"An additional 300 brings the total to 1,300 carriages to be acquired to relieve overcrowding.","Adding 300 new carriages brings the total to 1,300, alleviating the severe overcrowding situation."
洛杉矶警察局发言人克里斯托弗·加西亚（Christopher Garcia）表示，该名男性嫌疑人正接受调查，被调查的原因是非法侵入，而不是故意破坏公物。,"Christopher Garcia, a spokesperson of the Los Angeles Police Department, said the suspected male offender is being investigated for trespassing rather than vandalism.","Los Angeles Police Department spokesperson Christopher Garcia stated that the male suspect is under investigation for illegal entry, not for intentionally damaging public property."
该标志没有受到实际损坏；这一改动是用装饰着和平与爱心标志的黑色防水油布将字母 “O” 改成了可读性强的小写 “e”完成的。,"The sign was not physically damaged; the modification was done using black tarpaulins decorated with signs of peace and heart to alter the ""O"" to read lowercase ""e"".","The sign wasn't actually damaged; this modification was done by replacing the letter ""O"" with a more legible lowercase ""e"" using black waterproof burlap decorated with peace and heart symbols."
赤潮的起因源于腰鞭毛藻的浓度高于正常水平。它是一种自然产生的单细胞海洋生物。,"Red tide is caused by a higher than normal concentration of Karenia brevis, a naturally-occurring single-celled marine organism.",The cause of red tides originates from the concentration of dinoflagellates being higher than normal levels; it is a naturally occurring single-celled marine organism.
自然因素可以互相配合产生理想的条件，让这种藻类的数量急剧增加。,"Natural factors can intersect to produce ideal conditions, allowing this algae to increase in number dramatically.","Natural factors can work together to create ideal conditions, allowing the population of this algae to increase dramatically."
藻类能产生一种神经毒素，能破坏人类和鱼类的神经。,The algae produces a neurotoxin that can disable nerves in both humans and fish.,Algae can produce a neurotoxin that damages the nerves of humans and fish.
鱼类经常由于水中毒素浓度极高而死亡。,Fish often die because of the high concentrations of the toxin in the waters.,Fish often die due to extremely high concentrations of toxins in the water.
人如果吸入通过风和海浪进入空气的受污染水气，就可能受到影响。,Humans can be affected by breathing affected water taken into the air by wind and waves.,"If people inhale polluted water vapor that enters the air through wind and waves, they may be affected."
热带气旋风暴古努（以马尔代夫语中一种以棕榈叶编织的袋子命名），在最高峰时风速可达每小时 240 千米（每小时 149 英里）。,"At its peak, Tropical Cyclone Gonu, named for a bag of palm leaves in the language of the Maldives, reached sustained winds of 240 kilometers an hour (149 miles per hour) .","The tropical cyclone storm Gonu (named after a palm-leaf woven bag in Maldivian), reached wind speeds of up to 240 kilometers per hour (149 miles per hour) at its peak."
到今天早些时候，风速为每小时 83 公里左右，预计会不断减弱。,"By early today, winds were around 83 km/h, and it was expect to keep weakening.","By earlier today, the wind speed was around 83 kilometers per hour and was expected to gradually weaken."
出于对新冠疫情的担忧，美国国家篮球协会 (NBA) 周三暂停了职业篮球赛季。,"On Wednesday, the United States' National Basketball Association (NBA) suspended its professional basketball season due to concerns regarding COVID-19.","Due to concerns about the COVID-19 pandemic, the National Basketball Association (NBA) paused the professional basketball season on Wednesday."
犹他爵士队的一名球员新冠肺炎病毒检测呈阳性，NBA 随即做出了这项决定。,The NBA's decision followed a Utah Jazz player testing positive for the COVID-19 virus.,"A player from the Utah Jazz tested positive for COVID-19, and the NBA subsequently made this decision."
根据这块化石，这意味着分裂较分子证据所预计的要早得多。,"""Based on this fossil, that means the split is much earlier than has been anticipated by the molecular evidence.","According to this fossil, this means the split is much earlier than what the molecular evidence predicted."
这意味着一切都要推到更久之前。“埃塞俄比亚裂谷研究所的研究员、该研究的合著者 Berhane Asfaw 如是说。,"That means everything has to be put back,"" said researcher at the Rift Valley Research Service in Ethiopia and a co-author of the study, Berhane Asfaw.","This means everything has to be pushed back even further, as Berhane Asfaw, a researcher at the Ethiopian Rift Valley Institute and co-author of the study, says."
到目前为止，由于 AOL 已在美国广泛普及，该公司能够按照自己的节奏推进和开发即时通讯市场。,"Until now, AOL has been able to move and develop the IM market at its own pace, due to its widespread use within the United States.","Up to now, as AOL has been widely adopted in the United States, the company has been able to advance and develop the instant messaging market at its own pace."
在这样的安排下，这种自由可能就要结束了。,"With this arrangement in place, this freedom might end.","Under such arrangements, this freedom may come to an end."
雅虎和微软服务的用户总和，与美国在线的客户数不相上下。,The number of users of the Yahoo! and Microsoft services combined will rival the number of AOL's customers.,The combined user base of Yahoo and Microsoft services is almost on par with the number of customers for America Online.
北岩银行在 2008 年被收归国有，此前有消息称，该公司获得了英国政府的紧急援助。,The Northern Rock bank had been nationalised in 2008 following the revelation that the company had received emergency support from the UK Government.,"The Bank of Northumbria was nationalized in 2008, following reports that the company had received emergency aid from the British government."
由于在 2007 年次贷危机期间遭到曝光，北岩银行 (Northern Rock) 曾请求政府提供援助。,Northern Rock had required support due to its exposure during the subprime mortgage crisis in 2007.,Northern Rock requested government assistance after being exposed during the 2007 subprime mortgage crisis.
布兰森爵士 (Sir Richard Branson) 的维珍集团 (Virgin Group) 在该银行进行国有化之前曾出价收购，但遭到拒绝。,Sir Richard Branson's Virgin Group had a bid for the bank rejected prior to the bank’s nationalisation.,Sir Richard Branson's Virgin Group attempted to bid for the bank but was rejected before it was nationalized.
2010 年，当时的高街银行北岩银行（Northern Rock plc）在国有化的同时，从 “坏银行” 北岩资产管理公司 （Northern Rock Asset Management）中剥离出来。,"In 2010, while nationalised, the current high street bank Northern Rock plc was split from the ‘bad bank’, Northern Rock (Asset Management).","In 2010, the high street bank Northern Rock plc was stripped away from the ""bad bank"" Northern Rock Asset Management while being nationalized."
维珍集团只收购了北岩银行“好的部分”，没有收购其资产管理公司。,"Virgin have only purchased the ‘good bank’ of Northern Rock, not the asset management company.","VIRGIN GROUP only acquired the ""good parts"" of Northern Rock Bank and did not acquire its asset management company."
这被认为是人类历史上第五次观测到经过化学方式证实的火星物质坠落到地球上。,This is believed to be the fifth time in history that people have observed what turned out to be chemically confirmed martian material falling to Earth.,This is considered the fifth time in human history that chemically confirmed Martian material has fallen to Earth.
"在已知的大约 24,000 块坠落至地球的陨石中，经核实只有 34 块是来自火星。","Out of the approximately 24,000 known meteorites to have fallen to Earth, only about 34 have been verified to be martian in origin.","Among the approximately 24,000 meteorites known to have fallen to Earth, only 34 have been confirmed to originate from Mars."
这些岩石中的十五块来源于去年七月份的流星雨。,Fifteen of these rocks are attributed to the meteorite shower last July.,Fifteen of these rocks came from last July's meteor shower.
"其中一些岩石在地球上非常稀有，售价在每盎司 11,000 美元到 22,500 美元之间，比黄金的价格高出约十倍。","Some of the rocks, which are very rare on Earth, are being sold from US$11,000 to $22,500 per ounce, which is about ten times more than the cost of gold.","Some of these rocks are extremely rare on Earth, with prices ranging from $11,000 to $22,500 per ounce, about ten times the price of gold."
"比赛结束后，凯塞洛斯基以 2,250 分的成绩，继续在车手积分榜上高居榜首。","Following the race, Keselowski remains the Drivers' Championship leader with 2,250 points.","After the race ended, Kasie洛斯基 maintained the top spot on the driver standings with a score of 2,250 points."
约翰逊落后 7 分，以 2243 分排名第二。,"Seven points behind, Johnson is second with 2,243.","Johnson was 7 points behind with 2243 points, ranking second."
"哈姆林落后二十分，是第三名，但领先鲍耶五分。卡纳 (Kahne) 和小楚克斯 (Truex, Jr.) 分别以 2,220 和 2,207 分位列第五和第六。","In third, Hamlin is twenty points behind, but five ahead of Bowyer. Kahne and Truex, Jr. are fifth and sixth respectively with 2,220 and 2,207 points.","Hamlin is twenty points behind in third place but leads Boye by five points, while Kahne and Truex, Jr. are fifth and sixth with 2,220 and 2,207 points, respectively."
斯图尔特、戈登 、肯塞斯和哈维克在本赛季还剩四场比赛的情况下，进入车手积分榜前十名。,"Stewart, Gordon, Kenseth, and Harvick round out the top-ten positions for the Drivers' Championship with four races remaining in the season.","Stuart, Gordon, Kensey, and Harwick entered the top ten of the driver points standings with four races remaining in the season."
美国海军还表示，他们正在调查这起事件。,The US Navy also said they were investigating the incident.,The U.S. Navy also stated that they are investigating this incident.
他们还在一份声明中表示，“船员目前正在确定安全撤离军舰的最佳方法”。,"They also said in a statement, ""The crew is currently working to determine the best method of safely extracting the ship"".","They also stated in a statement, ""The crew is currently determining the safest way to evacuate the warship."""
这是一艘复仇者级别的反水雷舰，正在前往巴拉望的普林塞萨港的途中。,"An Avenger class mine countermeasures ship, the ship was on its way to Puerto Princesa in Palawan.",This is an Avengers-class mine countermeasure ship en route to Puerto Princesa in Palawan.
它属于美国海军第七舰队，部署在日本长崎佐世保。,"It is assigned to the U.S. Navy’s Seventh Fleet and based in Sasebo, Nagasaki in Japan.","It belongs to the U.S. Navy's Seventh Fleet and is deployed in Sasebo, Nagasaki, Japan."
2008 年 11 月 26 日，孟买袭击者带着手榴弹和自动武器乘船抵达。他们袭击了多个目标，包括人群密集的查特拉帕蒂·希瓦吉 (Chhatrapati Shivaji) 火车站和著名的泰姬陵酒店。,"The Mumbai attackers arrived via boat on Novemeber 26, 2008, bringing with them grenades, automatic weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel.","On November 26, 2008, the Mumbai attackers arrived by boat carrying explosives and automatic weapons, and they attacked multiple targets, including the crowded Chhatrapati Shivaji railway station and the famous Taj Mahal Hotel."
戴维·黑德利（David Headley）的侦察和情报搜集工作，促使巴基斯坦激进组织虔诚军（Laskhar-e-Taiba）的 10 名枪手发动这次行动。,David Headley's scouting and information gathering had helped to enable the operation by the 10 gunmen from the Pakistani militant group Laskhar-e-Taiba.,David Headley's reconnaissance and intelligence-gathering efforts led to the 10 shooters from the Pakistani militant group Laskhar-e-Taiba carrying out this operation.
这次袭击事件给印巴关系造成了巨大压力。,The attack put a huge strain on relations between India and Pakistan.,This attack has put immense pressure on India-Pakistan relations.
在这些官员的陪同下，他向德克萨斯州的公民保证，政府正在采取措施来保护公众的安全。,"Accompanied by those officials, he assured Texas citizens that steps were being taken to protect the public's safety.","Accompanied by these officials, he assured the citizens of Texas that the government is taking measures to protect public safety."
佩里特别指出：“世界上几乎没有其他设备更齐全的地方，能更好地应对这种情况下带来的挑战。”,"Perry specifically said, ""There are few places in the world better equipped to meet the challenge that is posed in this case.""","Perry particularly noted, ""There are almost no other places in the world as well-equipped to better handle the challenges brought by this situation."""
州长还表示：“今天，我们得知一些学龄儿童已被确认曾与该患者有过接触。”,"The governor also stated, ""Today, we learned that some school aged children have been identified as having had contact with the patient.""","The governor also said, ""Today, we learned that some school-aged children have been confirmed to have had contact with the patient."""
他又称：“这个病例很严重。但我们的医疗系统运作良好，请大家放心。”,"He went on to say, ""This case is serious. Rest assured that our system is working as well as it should.""","He also said, ""This case is very serious, but our healthcare system is functioning well, so please rest assured."""
如果这一发现得到证实，艾伦对武藏号 8 年的搜寻工作就大功告成了。,"If confirmed, the find completes Allen's eight-year search for the Musashi.","If this discovery is confirmed, Allen's 8-year search for the Musashi will be largely complete."
在测绘海床后，借助遥控无人潜水器 (ROV) 找到了沉船。,Following seabed mapping the wreck was found using an ROV.,"After mapping the seabed, the sunken ship was located using a remote-controlled unmanned submersible (ROV)."
艾伦是世界上最富有的人之一。据报道，他将很大一部分财富投资到海洋勘探上，并因为毕生对战争的浓厚兴趣而开始寻找武藏号。,"One of the world's richest people, Allen has reportedly invested much of his wealth in marine exploration and began his quest to find the Musashi out of a lifelong interest in the war.",艾伦是世界上最富有的人之一，据报道他将很大一部分财富投资到海洋勘探上，并因为毕生对战争的浓厚兴趣而开始寻找武藏号。
在亚特兰大期间，她获得了评论界的赞誉，并因创新城市教育而得到表彰。,She gained critical acclaim during her time in Atlanta and was recognized for innovative urban education.,"During her time in Atlanta, she received critical acclaim and was honored for innovative urban education."
2009 年，她被授予全国年度校长称号。,In 2009 she was awarded the title of National Superintendent of the Year.,"In 2009, she was awarded the National Annual Principal title."
在她荣获此头衔之际，亚特兰大的学校在考试成绩上有了很大的提高。,"At the time of the award, Atlanta schools had seen a large improvement on test scores.","As she received this title, Atlanta's schools saw significant improvements in test scores."
此后不久，《亚特兰大宪法报》发表了一份报告，指出了检测结果存在的问题。,"Shortly after, The Atlanta Journal-Constitution published a report showing problems with test results.","Soon after, The Atlanta Constitution reported on issues found in the test results."
报告显示，考试成绩提升速度快得令人难以置信，并称学校内部发现了问题，但没有根据这一发现采取行动。,"The report showed test scores had increased implausibly fast, and alleged the school internally detected problems but didn't act on the findings.","The report shows the exam scores improved at an unbelievable speed, and claims problems were found internally at the school, but no action was taken based on this discovery."
此后的证据表明试卷被篡改过，霍尔 (Hall) 和其他 34 名教育官员因此在 2013 年被起诉。,"Evidence thereafter indicated test papers were tampered with Hall, along with 34 other education officials, was indicted in 2013.","Subsequent evidence showed the exam had been tampered with, leading to the prosecution of Hall and 34 other education officials in 2013."
为整顿这一局面，爱尔兰政府迫切希望议会推出立法。,The Irish government is stressing the urgency of parliamentary legislation to rectify the situation.,"To address this situation, the Irish government urgently hopes the parliament will introduce legislation."
“不管是从公共卫生的角度还是刑事司法的角度来看，现在都应当尽快立法。”一位政府发言人说道。,"""It is now important from both a public health and criminal justice perspective that the legislation be enacted as soon as possible"", said a government spokesperson.","From the perspective of public health or criminal justice, legislation should be enacted as soon as possible, said a government spokesperson."
卫生部长对以下两方面表示了关切：利用所涉物质暂时合法性谋取个人利益的人员保障，以及自（现在看来）违宪的修改条例生效以来所作出的与毒品有关的定罪。,"The Health Minister expressed concern both for the welfare of individuals taking advantage of the temporary legality of the substances involved, and for drug-related convictions handed down since the now-unconstitutional changes came into effect.","The Minister of Health expressed concerns about ensuring the protection of individuals who seek personal gain by exploiting the temporary legality of the involved substances, as well as the drug-related convictions made since the unconstitutional amendment regulations have taken effect."
今天早些时候，贾克 (Jarque) 在意大利科维尔恰诺 (Coverciano) 进行季前赛训练。在周日与博洛尼亚队 (Bolonia) 对阵之前，他在球队的酒店里下榻。,Jarque was practicing during pre-season training at Coverciano in Italy earlier in the day. He was staying in the team hotel ahead of a match planned for Sunday against Bolonia.,"Earlier today, Jarque stayed at the team's hotel in Coverciano, Italy, ahead of Sunday's match against Bolonia."
他当时正在球队的酒店下榻，为星期天迎战博洛尼亚队做准备。,He was staying in the team hotel ahead of a match planned for Sunday against Bolonia.,"He was staying at the team's hotel at the time, preparing for the Sunday match against Bologna."
当时，大巴车正在开往密苏里州圣路易市的六旗镇，观众正在那里等待乐队的表演，座无虚席。,The bus was headed to Six Flags St. Louis in Missouri for the band to play to a sold-out crowd.,"At that time, the bus was traveling to Six Flags in St. Louis, Missouri, where the audience was waiting for the band's performance, with the place packed to the brim."
据目击者称，周六凌晨 1 点 15 分，公交车在绿灯通行时，有一辆车在其前方转弯。,"At 1:15 a.m. Saturday, according to witnesses, the bus was going through a green light when the car made a turn in front of it.","Witnesses reported that at 1:15 AM on Saturday, while a bus was proceeding through a green light, a car turned in front of it."
截至 8 月 9 日晚，台风莫拉克的台风眼距离中国福建省约 70 公里。,"As of the night of August 9, the eye of Morakot was about seventy kilometres away from the Chinese province of Fujian.","By the evening of August 9, the eye of Typhoon Morakot was approximately 70 kilometers away from Fujian Province, China."
预计台风正以每小时十一公里的速度靠近中国。,The typhoon is estimated to be moving toward China at eleven kph.,The typhoon is expected to approach China at a speed of eleven kilometers per hour.
因为乘客在90度（F）度的高温下等待，他们得以领取了分发的水。,Passengers were given water as they waited in 90(F)-degree heat.,"Because passengers were waiting in 90-degree Fahrenheit heat, they were able to receive the water that had been distributed."
"消防队长斯科特·库恩斯表示：“圣塔克拉拉当天十分燥热，温度得有 90 多华氏度高。""","Fire captain Scott Kouns said, ""It was a hot day in the Santa Clara with temperatures in the 90s.","Fire Chief Scott Koons said, ""Santa Clara was extremely hot that day, with temperatures reaching the high 90s Fahrenheit."""
被困在过山车上的每分每秒都很不舒服，可以毫不夸张地说，我们花了至少一个小时才把第一个人从过山车上救下来。”,"Any length of time trapped on a roller coaster would be uncomfortable, to say the least, and it took at least an hour to get the first person off the ride.""",Every second stuck on the roller coaster was extremely uncomfortable; it's no exaggeration to say we spent at least an hour rescuing the first person from the ride.
在赢得一级方程式赛车锦标赛 (Formula 1) 总冠军七次后于 2006 年退役的名将舒马赫 (Schumacher)，将接替受伤的菲利佩·马萨 (Felipe Massa)。,"Schumacher who retired in 2006 after winning the Formula 1 championship seven times, was due to replace the injured Felipe Massa.","Seven-time Formula 1 World Champion Schumacher, who retired in 2006 after winning the championship, will replace the injured Felipe Massa."
这位巴西选手在 2009 年匈牙利大奖赛期间发生车祸，头部严重受伤。,The Brazilian suffered a serious head injury after a crash during the 2009 Hungarian Grand Prix.,This Brazilian athlete was involved in a car accident during the 2009 Hungarian Grand Prix and suffered severe head injuries.
马萨 (Massa) 至少在 2009 赛季的其余比赛中都不会出场。,Massa is due to be out for at least the rest of the 2009 season.,Massa will not appear in any of the remaining races of the 2009 season.
总统内务大臣罗德里戈·阿里亚斯表示，阿里亚斯的检测结果呈阳性，为轻度病毒感染。,"Arias tested positive for a mild case of the virus, Presidential Minister Rodrigo Arias said.","President's Interior Minister Rodrigo Arias stated that his test results were positive, indicating a mild viral infection."
尽管总统将居家隔离数日，但他的病情很稳定。,"The president's condition is stable, though he will be isolated at home for several days.","Although the president has been in home isolation for several days, his condition is stable."
“除了发烧和喉咙痛外，我感觉不错，身体状况良好，并以远程办公形式继续着我的工作。,"""Apart from the fever and a sore throat, I feel well and in good shape to carry out my work by telecommuting.","Besides having a fever and a sore throat, I feel fine, my physical condition is good, and I continue my work in a remote office form."
阿里亚斯 (Arias) 在一份声明中表示：“我有望在周一恢复所有工作。”,"I expect to return to all my duties on Monday,"" Arias said in a statement.","Arias stated in a statement, ""I hope to resume all work on Monday."""
费利西亚 （Felicia） 曾经是萨菲尔-辛普森 （Saffir-Simpson） 飓风级别的 4 级风暴，周二消散前减弱为热带低气压。,"Felicia, once a Category 4 storm on the Saffir-Simpson Hurricane Scale, weakened to a tropical depression before dissipating Tuesday.","Felicia, once a Category 4 hurricane on the Saffir-Simpson scale, weakened to a tropical depression before dissipating on Tuesday."
其余威为大部分岛屿带来了阵雨，但截至目前，还没有损坏或洪水的相关报告。,"Its remnants produced showers across most of the islands, though as of yet, no damage or flooding has been reported.","The rest of the storm brought showers to most islands, but as of now, there have been no reports of damage or flooding."
欧胡岛（Oahu）的降雨量达到了 6.34 英寸，被称为“有益的”。,"The precipitation, reaching 6.34 inches at a gauge on Oahu, was described as ""beneficial"".","Oahu's rainfall reached 6.34 inches and was called ""beneficial."""
有些降雨会伴随雷暴和频繁的闪电。,Some of the rainfall was accompanied by thunderstorms and frequent lightning.,Some rainfall will be accompanied by thunderstorms and frequent lightning.
作为巴布亚新几内亚航空公司的 CG4684 次航班，该“双水獭”飞机昨天曾试图降落在科科达机场，但已经失败过一次。,"The Twin Otter had been trying to land at Kokoda yesterday as Airlines PNG Flight CG4684, but had aborted once already.","As the ""Double Otter"" aircraft for Papua New Guinea Airlines' flight CG4684, the plane attempted to land at Kokoda Airport yesterday but had already failed once."
在原计划第二次接近进行着陆前约十分钟，它消失了。,About ten minutes before it was due to land from its second approach it disapeared.,"About ten minutes before the second planned approach for landing, it disappeared."
今天，坠机地点已经确定。由于交通不便，两名警察通过直升飞机吊索进入丛林，徒步前往现场搜救幸存者。,The crash site was located today and is so inaccessable that two policemen were dropped into the jungle in order to hike to the scene and seek survivors.,"Today, the crash site has been confirmed. Due to difficult transportation, two police officers entered the jungle via helicopter hoist and walked to the scene to search for survivors."
导致飞机着陆失败的恶劣天气，也使搜索工作受到了阻碍。,The search had been hampered by the same bad weather that had caused the aborted landing.,The bad weather that caused the plane's landing failure also hindered the search efforts.
据报道，麦克白大街（Macbeth Street）的一间公寓因煤气泄漏而发生爆炸。,"According to reports, an apartment on Macbeth Street exploded due to a gas leak.","According to reports, an explosion occurred on Macbeth Street due to a gas leak."
在一位邻居打电话称发生煤气泄漏之后，煤气公司的一名高级职员在现场进行汇报。,An official with the gas company was reporting to the scene after a neighbor called about a gas leak.,"After a neighbor called reporting a gas leak, a senior employee from the gas company reported on-site."
官员到达后，公寓发生了爆炸。,"When the official arrived, the apartment exploded.","After the officials arrived, the apartment building exploded."
据报告并没有发生重大伤亡，但至少有5 人因身处爆炸现场而出现休克症状，接受了治疗。,"No major injuries were reported, but at least five people on scene at the time of the explosion were treated for symptoms of shock.","According to the report, there were no major casualties, but at least 5 people who were at the explosion site suffered from shock symptoms and received treatment."
公寓里没有人。,No one was inside the apartment.,No one is in the apartment.
当时，该地区有近 100 名居民被疏散。,"At the time, nearly 100 residents were evacuated from the area.","At that time, nearly 100 residents in the area were evacuated."
高尔夫球和英式橄榄球都将再次回归，成为奥运会正式比赛项目。,Both golf and rugby are set to return to the Olympic Games.,Golf and rugby will once again return as official Olympic sports.
今天，国际奥委会在柏林举行执行理事会会议，会上投票决定了要纳入的体育项目。橄榄球（更确切地说，联合会式橄榄球）以及高尔夫击败了其他五项运动，被选定为奥运会的参赛项目。,"The International Olympic Committee voted to include the sports at its executive board meeting in Berlin today. Rugby, specifically rugby union, and golf were selected over five other sports to be considered to participate in the Olympics.","Today, the International Olympic Committee held an executive board meeting in Berlin, where it voted to decide which sports to include, and rugby (more accurately, rugby union) and golf defeated five other sports to be selected as Olympic events."
壁球、空手道和旱冰运动以及棒球和垒球都曾试图进入奥林匹克项目，而后两个项目在 2005 年落选了。,"Squash, karate and roller sports tried to get onto the Olympic program as well as baseball and softball, which were voted out of the Olympic Games in 2005.","Badminton, karate, and roller skating, as well as baseball and softball, had all attempted to be included in the Olympic program, but the latter two were dropped in 2005."
这项投票还必须于 10 月份在哥本哈根举行的会议上得到 IOC 全体成员的批准。,The vote must still be ratified by the full IOC at it's October meeting in Copenhagen.,This vote must also be approved by all IOC members at the meeting held in Copenhagen in October.
并非所有人都支持女性参赛。,Not all were supportive of the inclusion of the women’s ranks.,Not everyone supports women participating.
2004 年奥运会银牌得主阿米尔·可汗（Amir Khan）表示：“在内心深处，我认为女人不应该参加比赛。这是我的观点。”,"2004 Olympic silver medallist Amir Khan said, ""Deep down I think women shouldn’t fight. That’s my opinion.""","Silver medalist Amir Khan from the 2004 Olympics stated, ""Deep down, I believe women shouldn't compete. That's my view."""
