src,ref,hyp
"However, a source with knowledge of the investigation told the Minneapolis Star-Tribune that it was Louis Jourdain, 16-year old son of Red Lake Tribal Chairman Floyd Jourdain.",不過，一位對調查知情嘅人士向《明尼阿波利斯明星論壇報》透露，兇手係紅湖部落隊主席佛洛伊德·佐丹16 歲嘅仔路易·佐丹。,不過，一個知道呢單調查嘅消息來源喺明尼蘇達星報話，嗰個係路易·朱丹，係紅湖部族主席弗洛伊德·朱丹嘅十六歲仔。
It is not known at this time what charges will be laid or what led authorities to the boy but juvenile proceedings have begun in federal court.,目前唔知會作出邊啲控罪，亦都唔知當局係點樣搵到呢個男仔嘅，但係聯邦法院已經著手處理少年訴訟。,而家冇人知曉會控告啲咩罪亦都冇人知曉點解當局會找到呢個細仔但已經喺聯邦法院展開少年程序。
Lodin also said officials decided to cancel the runoff in order to save Afghans the expense and security risk of another election.,洛丁亦話，官員決定取消第二輪投票，為阿富汗人慳咗另一筆大選嘅開支同避免保安風險。,羅定亦表示官員決定取消補選以為阿富汗人省去另一次選舉的開銷和安全風險。
Diplomats said that they had found enough ambiguity in the Afghan constitution to determine the runoff as unnecessary.,外交官佢哋表示，佢哋發現阿富汗憲法有啲含糊，所以決定冇必要舉行第二輪投票。,外交官話佢哋發現阿富汗憲法有夠多模糊之處，所以覺得補選冇必要。
"This contradicts earlier reports, which said that cancelling the runoff would have been against the constitution.",噉同早前嘅報導互相矛盾，呢份報導話取消第二輪投票違反憲法。,呢點與之前嘅報導相違，之前講過取消補選會違憲。
The aircraft had been headed to Irkutsk and was being operated by interior troops.,呢部飛機當時喺度飛去伊爾庫茨克，由國內軍隊操控。,飛機本嚟去伊爾庫茨克，係由內地軍隊操作。
An inquiry was established to investigate.,已經成立調查小組專責調查。,已經成立調查委員會嚟調查。
"The Il-76 has been a major component of both the Russian and Soviet military since the 1970s, and had already seen a serious accident in Russia last month.",自上世紀 70 年代以嚟，伊爾-76 一直係俄羅斯同蘇聯軍隊嘅主力，上個月喺俄羅斯已經發生咗一宗嚴重事故。,伊利-76自1970年代起一直係俄羅斯同蘇聯軍隊嘅主要組成部分，上個月喺俄羅斯已經發生咗一單嚴重嘅意外。
"On October 7 an engine separated on takeoff, without injuries. Russia briefly grounded Il-76s after that accident.",10 月 7 號，一個引擎喺起飛時分離，未造成損傷。意外發生後，俄羅斯下令伊爾-76短暫停飛。,十月份七日一引擎啟飛時分離，冇人受伤。俄罗斯之后那宗意外短暂停飞了伊尔-76。
"800 miles of the Trans-Alaska Pipeline System were closed down following a spill of thousands of barrels of crude oil south of Fairbanks, Alaska.",喺阿拉斯加費爾班克斯以南洩漏幾千桶原油之後，800 英哩長嘅跨阿拉斯加輸油管道系統被迫關閉。,八百英里嘅阿拉斯加橫貫油管系統跟住千幾桶原油從法爾茅斯以南漏油而關閉咗。
A power failure following a routine fire-command system test caused relief valves to open and crude oil overflowed near the Fort Greely pump station 9.,一次例行消防指揮系統測試之後發生電力故障，令到減壓閥打開，原油喺格里利堡 9 號泵站附近溢出。,一單電力故障跟住一個例行火警指令系統測試引致釋壓閥打開，原油喺福爾特格里利泵站9附近溢出。
"The valves opening allowed a pressure release for the system and oil flowed on a pad to a tank that can hold 55,000 barrels (2.3 million gallons).","閥門打開之後，令到系統嘅壓力得以釋放，原油然後經過油墊流入一個可以裝 55,000 桶（230 萬加侖）油嘅油罐。","嗰啲閥開啟俾系統釋壓力，而油流喺一塊墊到一個可以容納55,000桶（2.3百萬加侖）嘅油罐。"
"As of Wednesday afternoon, the tank vents were still leaking probably from thermal expansion inside the tank.",截至星期三下午，油罐嘅排氣口仲喺度洩漏緊，可能係因為油罐裡面嘅熱力膨脹造成。,而家禮拜三下晝，油缸排氣閥仲係漏，估計係因為油缸內部熱脹。
"Another secondary containment area below the tanks capable of holding 104,500 barrels was not yet filled to capacity.","油罐下邊另外一個可以裝104,500桶油嘅二級安全殼區域仲未裝滿。","另個喺油缸下頭、可以盛 104,500 桶嘅二級儲存區仲未滿。"
"The comments, live on television, were the first time that senior Iranian sources have admitted that the sanctions are having any effect.",呢啲電視直播嘅評論係伊朗高級消息人士首次承認制裁帶嚟嘅影響。,呢啲評論喺電視直播入面，係伊朗高層首次承認呢啲制裁實有啲效果。
"They include financial restrictions and a ban by the European Union on the export of crude oil, from which the Iranian economy receives 80% of its foreign income.",當中包括金融限制同埋歐盟嘅原油出口禁令，伊朗經濟八成嘅外匯收入來自原油。,佢哋包括財政限制同歐洲聯盟對原油出口嘅禁令，伊朗經濟從中獲得佢哋80%嘅外國收入。
"In its most recent monthly report, OPEC said exports of crude had fallen to their lowest level for two decades at 2.8 million barrels per day.",石油輸出國組織喺最近嘅月度報告當中提到，原油出口已經降到 20 年嚟嘅新低，每日得 280 萬桶。,喺佢最新嘅月報入面，OPEC話原油出口跌到兩十年来最低水平，每日只得二百八萬桶。
"The country's supreme leader, Ayatollah Ali Khamenei, has described the dependency on oil as ""a trap"" dating from before Iran's Islamic revolution in 1979 and from which the country should free itself.",呢個國家嘅最高領導人阿亞圖拉•阿里•哈梅內伊形容對石油嘅依賴係一個可以追溯到1979年伊朗伊斯蘭革命之前嘅“陷阱”，伊朗應該擺脫呢個陷阱。,國家最高領袖阿亞脫蘭阿里哈梅尼將對石油的依賴形容為「一個陷阱」，源於伊朗伊斯蘭革命前的1979年，國家應該從中解放自己。
"When the capsule gets to Earth and enters the atmosphere, at about 5am (eastern time), it is expected to put on quite a light show for folks in Northern California, Oregon, Nevada, and Utah.",太空艙喺東部時間朝早凌晨五點左右到達地球並進入大氣層嘅時候，預計佢將會為北加州、俄勒岡州、內華達州同猶他州嘅居民上演一場「燈光表演」。,當藥丸到地球進入大氣層嗰陣，大約凌晨五點（美國東部時間），預計會為北加州、俄勒岡、內華達及猶他嘅市民上演一場好靚嘅光顯示。
The capsule will look much like a shooting star going across the sky.,太空艙睇落好似一顆劃過天空嘅流星。,呢嚿藥丸望落好似流星過咗天。
"The capsule will be traveling at about 12.8 km or 8 miles per second, fast enough to go from San Francisco to Los Angeles in one minute.",太空艙將以每秒 12.8 公里或者 8 英哩左右嘅速度飛行，快到足以喺一分鐘內從三藩市飛到洛杉磯。,呢嚟個藥丸會以每秒大概12.8公里或8英里嘅速度行，快到喺一分鐘內可以從舊金山行到洛杉磯。
"Stardust will set a new all-time record for being the fastest spacecraft to return to Earth, breaking the previous record set in May of 1969 during the return of the Apollo X command module.",星塵號將會創下一項史無前例嘅新紀錄，成為重返地球最快嘅航天器，打破咗1969年5月阿波羅10號指揮艙返回時創下嘅歷史紀錄。,星塵將刷新史上最快太空船返地記錄，打破1969年5月阿波羅X指令艙返航時所創的舊記錄。
"“It will move over the west coast of northern California and will light the sky from California through central Oregon and on through Nevada and Idaho and into Utah,” Tom Duxbury, Stardust's project manager said.",星塵號嘅項目經理湯杜斯貝里話︰「佢會飛越加州北部嘅西海岸，從加州穿過俄勒岡州中部，再穿過內華達州同愛達荷州進入猶他州，沿途會照亮天空。」,「佢會經過北加州西岸，由加州開始，經過中奧勒岡，再過內華達跟愛達荷，最後去猶他，Tom Duxbury，Stardust嘅專案經理話咁。」
"Mr. Rudd's decision to sign the Kyoto climate accord isolates the United States, which will now be the only developed nation not to ratify the agreement.",陸克文先生簽署京都氣候協議嘅決定孤立咗美國，美國而家將會係唯一一個未正式簽署呢份協議嘅發達國家。,魯登先生簽署《京都氣候協議》嘅決定將美國孤立，而家美國會係唯一一個未批准呢份協議嘅發展國家。
"Australia's former conservative government refused to ratify Kyoto, saying it would damage the economy with its heavy reliance on coal exports, while countries like India and China were not bound by emissions targets.",澳洲前保守黨政府拒絕正式簽署《京都議定書》，話佢損害佢哋嚴重依賴煤炭出口嘅經濟，而印度同中國呢啲國家唔會受到排放目標嘅約束。,澳洲嘅舊保守政府唔肯批准《京都議定書》，話佢會因為過度依賴煤礦出口而損害經濟，而像印度同中國呢啲國家冇受排放目標所束縛。
It is the biggest acquisition in eBay's history.,呢次係 eBay 史上最大規模嘅收購。,呢係 eBay 喺歷史上面最大嘅收購。
"The company hopes to diversify its profit sources and gain popularity in areas where Skype holds a strong position, such as China, Eastern Europe, and Brazil.",公司希望利潤來源更加多元化，喺中國、東歐同巴西呢啲 Skype 佔據優勢地位嘅地區獲得知名度。,公司希望可以多元化佢哋嘅盈利來源，喺Skype有強勢地位嘅地區例如中國、東歐同埋巴西搵到人氣。
Scientists have suspected Enceladus as geologically active and a possible source of Saturn's icy E ring.,科學家懷疑土衛二有活躍嘅地質活動，土星冰冷嘅E環有可能來源於呢個原因。,科學家一直以來都懷疑恩克拉多斯係地質活動嘅，而且係土星冰E環嘅可能來源。
"Enceladus is the most reflective object in the solar system, reflecting about 90 percent of the sunlight that hits it.",土衛二係太陽系裡面反射度最高嘅天體，佢反射嘅太陽光大約佔入射太陽光嘅90%。,恩賽拉都係太陽系入面最反光嘅物體，反射咗大約九十個百分點嗰陣照住佢嘅陽光。
The game publisher Konami stated today in a Japanese newspaper that they will not be releasing the game Six Days in Fallujah.,遊戲發行商 Konami 今日喺日本一份報章表明，佢哋唔會發行《費盧傑六日》(Six Days in Fallujah)呢隻遊戲。,個遊戲發行商科娜米喺日本報紙上今日話唔會推出《六日戰場》呢個遊戲。
"The game is based on the Second Battle of Fallujah, a vicious battle between American and Iraqi forces.",呢隻遊戲係以美軍同伊拉克部隊之間嘅激戰——第二次費盧傑戰役為藍本。,呢個遊戲係基於美國同伊拉克軍隊之間嘅第二戰役 Fallujah 嘅一場兇殘戰鬥。
"The ACMA also found that despite the video being streamed on the Internet, Big Brother had not breached online content censorship laws as the media had not been stored on Big Brother's website.",ACMA仲發現，雖然條片喺網上流傳，不過 Big Brother 並冇違反網上內容審查嘅法律，皆因媒體仲未存喺 Big Brother 嘅網站上面。,ACMA 亦發現，雖然該影片係喺互聯網直播，但係大兄弟並冇觸犯網上內容審查法例，因為媒體冇係喺大兄弟嘅網站度儲存。
"The Broadcasting Services Act provides for the regulation of Internet content, however to be considered Internet content, it must physically reside on a server.",廣播服務法規定咗對互聯網內容嘅監管，不過，如果要界定為網上內容，佢一定要實際儲存喺伺服器入面。,《廣播服務條例》規管網絡內容，但若要視為網絡內容，必須實際存放於伺服器上。
"The United States embassy located in Nairobi, Kenya has issued a warning that ""extremists from Somalia"" are planning to launch suicide bomb attacks in Kenya and Ethiopia.",美國駐肯雅內羅比大使館發出警告，指「索馬里極端分子」正計劃喺肯亞同埃塞俄比亞發動自殺式炸彈襲擊。,美國駐內羅比使領館發出警告話，話「索馬利亞極端分子」正計劃喺肯雅同愛地荷搞自殺炸彈襲擊。
"The U.S. says it has received information from an undisclosed source that specifically mentions the use of suicide bombers to will blow up ""prominent landmarks"" in Ethiopia and Kenya.",美國表示收到一個未透露消息來源嘅情報，當中特別提到會用自殺式炸彈襲擊炸毀埃塞俄比亞同肯雅嘅「重要地標」。,美國話佢哋收到一個未公開嘅消息來源嘅消息，話明確提到會用自殺炸彈手去炸咗愛麗沙比亞同肯雅嘅「出名地標」。
"Long before The Daily Show and The Colbert Report, Heck and Johnson envisioned a publication that would parody the news—and news reporting—when they were students at UW in 1988.",早喺 The Daily Show 同 The Colbert Report 之前，希克同莊遜喺 1988 年仲係華盛頓大學學生嗰陣就諗過出版一份模仿新聞同新聞報導嘅刊物。,1988年喺大學讀書嗰陣，黑克同約翰遜已經諗過要搞本雜誌，諷刺新聞同埋新聞報導，喺《每日秀》同埋《柯爾伯特報告》出現之前好耐。
"Since its inception, The Onion has become a veritable news parody empire, with a print edition, a website that drew 5,000,000 unique visitors in the month of October, personal ads, a 24 hour news network, podcasts, and a recently launched world atlas called Our Dumb World.",自創刊以嚟，《洋蔥新聞》就已經成為一個名副其實嘅新聞搞怪帝國，擁有印刷版、10月份吸引500萬獨立訪客嘅網站、個人廣告、24小時新聞網、播客，同埋最近推出嘅世界地圖集《Our Dumb World》。,自從創辦以來，The Onion 已經成為一個真正的時事諷刺帝國，有印刷版、一個喺十月份吸引五百萬獨特訪客的網站、個人廣告、一個廿四小時新聞網絡、播客，以及一個最近推出嘅世界地圖叫做Our Dumb World。
Al Gore and General Tommy Franks casually rattle off their favorite headlines (Gore's was when The Onion reported he and Tipper were having the best sex of their lives after his 2000 Electoral College defeat).,阿爾•戈爾（ Al Gore ）同湯美·法蘭斯將軍隨口噏咗佢哋最鍾意嘅頭條新聞（戈爾嘅頭條新聞喺《洋葱新聞》報導話，喺2000年選舉人團失敗之後，佢同蒂珀享受緊佢哋一生之中最正嘅性愛）。,戈爾同湯米·弗蘭克斯隨便講啲佢哋最鍾意嘅頭條新聞（戈爾嗰條係當《揸錢》報導佢同提珀喺佢2000年總統大選輸咗之後有過最好嘅性愛）。
Many of their writers have gone on to wield great influence on Jon Stewart and Stephen Colbert's news parody shows.,佢哋許多寫手對莊·斯圖爾特（Jon Stewart）同史提芬·戈爾拔（Stephen Colbert）嘅新聞搞怪節目產生咗好大嘅影響。,佢哋好多寫手都繼續喺喺孫史特華同史提芬柯貝爾嘅新聞諷刺節目上發揮好大影響力。
The artistic event is also part of a campaign by the Bucharest City Hall that seeks to relaunch the image of the Romanian capital as a creative and colourful metropolis.,今次藝術活動亦都係布加勒斯特市政廳活動嘅一部分，目的喺重新樹立羅馬尼亞首都係一個富有創意同多姿多彩嘅大都市形象。,呢場藝術活動亦係布加勒斯特市議會一項推廣運動嘅一部分，目的係重新營造羅馬尼亞首都做一個創意同色彩鮮豔嘅大都會形象。
"The city will be the first in southeastern Europe to host CowParade, the world's largest public art event, between June and August this year.",呢個城市將會喺今年六月到八月舉行世界上最大嘅公共藝術盛事奔牛藝術節。,呢個城市會係今年六月到八月期間，首個喺東南歐舉辦 CowParade，亦係世界最大嘅公眾藝術活動。
Today's announcement also extended the government's commitment made in March of this year to fund extra carriages.,今日嘅公告仲延長咗政府今年3月為額外增加車廂提供資金做出嘅承諾。,今日嘅宣佈亦都延長咗政府今年三月所承諾咗為額外車廂提供資金嘅承諾。
"An additional 300 brings the total to 1,300 carriages to be acquired to relieve overcrowding.",額外增加300節車廂，令到車廂總數達到1300節，用嚟緩解過度擠迫嘅情況。,加多300嚟，總數就變到1300輛，用嚟減少擠迫。
"Christopher Garcia, a spokesperson of the Los Angeles Police Department, said the suspected male offender is being investigated for trespassing rather than vandalism.",洛杉磯警察局發言人基斯杜化·加西亞話，呢名男性疑犯正喺度接受私闖民宅調查，而唔係蓄意破壞嘅調查。,張國榮警察局發言人話，疑犯係為咗闖入，唔係為咗損壞嘢而喺度調查。
"The sign was not physically damaged; the modification was done using black tarpaulins decorated with signs of peace and heart to alter the ""O"" to read lowercase ""e"".",標誌冇受實際嘅破壞；淨係用和平同心心標誌裝飾嘅黑色防水布整咗一下，將「O」改為小寫「e」。,呢個標記冇實際損壞；係用黑色防水布加咗和平同心嘅標記嚟改「O」做小寫「e」。
"Red tide is caused by a higher than normal concentration of Karenia brevis, a naturally-occurring single-celled marine organism.",短凱倫藻係一種天然嘅單細胞海洋生物，當佢哋嘅濃度高於正常水平嘅時候，就會產生紅潮。,紅潮係由 Karenia brevis 嘅濃度高過正常嘅一種自然產生嘅單細胞海洋生物引起嘅。
"Natural factors can intersect to produce ideal conditions, allowing this algae to increase in number dramatically.",自然因素可以交叉產生理想嘅條件，令到呢種藻類嘅數量劇增。,自然因素可以互相影響產生理想條件，令呢種海藻數量可以劇烈增加。
The algae produces a neurotoxin that can disable nerves in both humans and fish.,呢種藻類會產生一種可以破壞人類同魚類體內神經嘅神經毒素。,呢種海藻會產生一種神經毒素，可以搞暈人同魚嘅神經。
Fish often die because of the high concentrations of the toxin in the waters.,魚類經常因為水入面嘅毒素濃度太高而死亡。,魚嘅確係好常死，因為水入面有毒物質濃度好高。
Humans can be affected by breathing affected water taken into the air by wind and waves.,風同海浪會將受影響嘅水帶入空氣，人類吸入之後都會受到影響。,人會喺風浪攞嚟嘅受污染水氣入面呼吸而受影響。
"At its peak, Tropical Cyclone Gonu, named for a bag of palm leaves in the language of the Maldives, reached sustained winds of 240 kilometers an hour (149 miles per hour) .",熱帶氣旋「古努」係以馬爾代夫語嘅一種棕櫚葉袋命名，最高風速持續達到時速 240 公里（時速 149 英哩）。,喺其巔峯，命名自馬爾地夫語言中一袋棕櫚葉嘅熱帶氣旋Gonu，風力達到持續240公里每小時（149英里每小時）。
"By early today, winds were around 83 km/h, and it was expect to keep weakening.",今日較早之前，個風時速大約 83 公里，預計風力會繼續減弱。,而家早啲風力大約係83公里每小時，而且估計會繼續減弱。
"On Wednesday, the United States' National Basketball Association (NBA) suspended its professional basketball season due to concerns regarding COVID-19.",美國 NBA 喺星期三暫停咗職業籃球賽季，原因係擔心新冠肺炎。,星期三，美國嘅國家籃球聯盟（NBA）因應冠狀病毒病而暫停咗職業籃球賽季。
The NBA's decision followed a Utah Jazz player testing positive for the COVID-19 virus.,喺 NBA 作出呢個決定之前，一個猶他爵士隊球員喺新冠病毒測試顯示陽性。,NBA 喺呢喺一個 Utah Jazz 球員測咗 COVID-19 病毒陽性之後做出咗佢哋嘅決定。
"""Based on this fossil, that means the split is much earlier than has been anticipated by the molecular evidence.",「根據呢塊化石得知，噉意味住分裂比分子證據預期嘅要早得多。,根據呢隻化石，呢個意思係分叉時間遠比分子證據所預期嘅要早好多。
"That means everything has to be put back,"" said researcher at the Rift Valley Research Service in Ethiopia and a co-author of the study, Berhane Asfaw.",噉意味住一切都要倒退，」埃塞俄比亞裂谷研究服務中心研究員、研究嘅合著者伯哈尼·阿斯福話。,呢個意思係要將所有嘢都放返去，話咁快係埃塞俄比亞 Rift Valley 研究服務中心嘅一位研究者同埋呢項研究嘅合著者 Berhane Asfaw 喺度講嘅。
"Until now, AOL has been able to move and develop the IM market at its own pace, due to its widespread use within the United States.",直到現時為止，由於AOL喺美國得到廣泛使用，佢已經可以按自己嘅節凑去行動同開發 IM 市場。,到而家，AOL 一直可以按照自己嘅步調喺美國廣泛使用之下推動同發展即時通訊市場。
"With this arrangement in place, this freedom might end.",但係因為呢次安排，AOL可能會失去自由。,呢個安排一落嚟，呢份自由可能就完咗。
The number of users of the Yahoo! and Microsoft services combined will rival the number of AOL's customers.,雅虎同微軟嘅服務用戶數字加起嚟可以媲美AOL嘅客戶數量。,Yahoo!同微軟服務嘅用戶總數將會同AOL嘅客戶數量一樣多。
The Northern Rock bank had been nationalised in 2008 following the revelation that the company had received emergency support from the UK Government.,喺北岩銀行得到英國政府嘅緊急支持之後，呢間公司喺 2008 年國有化。,北岩銀行喺二零零八年俾政府收咗去緊跟住公司俾英國政府撐過緊緊嘅消息公佈咗。
Northern Rock had required support due to its exposure during the subprime mortgage crisis in 2007.,北岩銀行喺 2007 年次貸危機嗰陣時受影響，曾經需要援助。,北岩銀行喺2007年次按貸券危機當中因為曝露而需要支援。
Sir Richard Branson's Virgin Group had a bid for the bank rejected prior to the bank’s nationalisation.,李察·布蘭臣爵士（Sir Richard Branson）旗下嘅維珍集團（Virgin Group）喺呢間銀行被國有化之前，被拒絕對佢進行投標。,獲 Richard Branson 喺維珍集團嘅投標喺銀行國有化之前已被拒絕。
"In 2010, while nationalised, the current high street bank Northern Rock plc was split from the ‘bad bank’, Northern Rock (Asset Management).",2010 年，喺國有化嘅同時，現時嘅高街銀行北岩銀行（Northern Rock plc）從「壞帳銀行」北岩資產管理公司中分拆出嚟。,二零一零年，雖然國有化，當時嘅高街銀行 Northern Rock plc 係從「壞銀行」，Northern Rock (資產管理) 分拆出嚟。
"Virgin have only purchased the ‘good bank’ of Northern Rock, not the asset management company.",維珍淨係收購咗北岩嘅「好銀行」，而唔係資產管理公司。,華盛頓維珍只買咗北方岩石嘅「好銀行」，冇買資產管理公司。
This is believed to be the fifth time in history that people have observed what turned out to be chemically confirmed martian material falling to Earth.,相信今次係歷史上第五次人類觀察到有化學證據確認火星物質墜落到地球。,呢個相信係歷史上第五次人類觀察到本來證實係化學火星物質跌落地球。
"Out of the approximately 24,000 known meteorites to have fallen to Earth, only about 34 have been verified to be martian in origin.",喺大約24000粒已知墜落地球嘅隕石入面，淨係得大約34粒被證實係火星隕石。,喺大約兩萬四千個已經墜落地球嘅隕石入面，只係大約三十四個俾證實係火星起源嘅。
Fifteen of these rocks are attributed to the meteorite shower last July.,當中有15粒隕石係嚟自舊年7月嘅隕石雨。,十五嚟自呢啲嘢嘅石係喺去年七月嘅流星雨嗰陣嚟嘅。
"Some of the rocks, which are very rare on Earth, are being sold from US$11,000 to $22,500 per ounce, which is about ten times more than the cost of gold.",當中一啲隕石喺地球非常少見，售價從每安士11000美元到22500美元不等，大約係金價嘅十倍。,"有啲石，喺地球上非常罕有，現正由每安士 US$11,000 至 US$22,500 售，呢個價格大約係黃金成本嘅十倍。"
"Following the race, Keselowski remains the Drivers' Championship leader with 2,250 points.",比賽結束後，凱塞洛斯基依然以2250分嘅成績喺車手錦標賽領先。,"比賽之後，基斯奧羅維斯仍然係車手冠軍領先者，有2,250分。"
"Seven points behind, Johnson is second with 2,243.",莊遜落後 7 分，以 2243 分位列第二。,"後面有七個，喺 Johnson 咁第二，有 2,243。"
"In third, Hamlin is twenty points behind, but five ahead of Bowyer. Kahne and Truex, Jr. are fifth and sixth respectively with 2,220 and 2,207 points.",第三名嘅哈姆林落後 20 分，但係領先鮑耶 5 分。卡恩同小特魯斯分別以 2220 分同 2207 分排名第五同第六。,"第三名 Hamlin 喺二十分後，但係比 Bowyer 多五分；Kahne 同 Truex, Jr. 分別排第五同第六，分別有 2,220 同 2,207 分。"
"Stewart, Gordon, Kenseth, and Harvick round out the top-ten positions for the Drivers' Championship with four races remaining in the season.",史圖特、戈登、肯塞斯同哈域克喺呢個賽季仲剩返四場比賽嘅情況下躋身車手錦標賽前十名。,史達頓、高登、堅士，同埋哈維克，剩低四場賽事就會包攬車手冠軍榜前十位。
The US Navy also said they were investigating the incident.,美國海軍亦都表示佢哋正喺度調查緊呢宗意外。,美國海軍亦表示佢哋正調查呢單事件。
"They also said in a statement, ""The crew is currently working to determine the best method of safely extracting the ship"".",佢哋亦都喺聲明入面指出：「船員而家正喺度搏命搵緊安全撤離船隻嘅最佳方法。」,佢哋亦喺一份聲明入面話，話「船隊目前正為安全撤離船隻而研究最佳方法」。
"An Avenger class mine countermeasures ship, the ship was on its way to Puerto Princesa in Palawan.",一艘復仇者級嘅反水雷艦正喺度駛向巴拉望省嘅普林塞薩港。,一艘阿維根級掃雷船，嗰艘船正喺去巴拉望普羅威登西亞途中。
"It is assigned to the U.S. Navy’s Seventh Fleet and based in Sasebo, Nagasaki in Japan.",佢隸屬於美國海軍第七艦隊，駐紮喺日本長崎嘅佐世保基地。,呢單係美國海軍第七艦隊嘅，喺日本長崎佐世保駐守。
"The Mumbai attackers arrived via boat on Novemeber 26, 2008, bringing with them grenades, automatic weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel.",2008 年 11 月 26 日，孟買襲擊者搭船抵達，兼且攜帶手榴彈同埋自動武器，襲擊咗幾個目標，包括人來人往嘅查卓帕帝·詩華治火車總站同埋著名嘅泰姬陵酒店。,米高灣襲擊者喺2008年11月26日乘船嚟，攜帶手榴彈同自動武器，攻擊咗多個目標，包括人擠人嘅查特拉帕蒂希瓦吉 termination 火車站同著名嘅泰姬陵酒店。
David Headley's scouting and information gathering had helped to enable the operation by the 10 gunmen from the Pakistani militant group Laskhar-e-Taiba.,大衛·黑利嘅偵察行動同埋情報收集幫咗巴基斯坦激進組織虔誠軍嘅 10 名槍手發動呢次行動。,戴維·希迪嘅採購同收集資訊幫手令巴基斯坦激進團體拉舒爾-伊塔伊巴嘅十個槍手啱啱成功執行行動。
The attack put a huge strain on relations between India and Pakistan.,呢次襲擊事件對印度同埋巴基斯坦之間嘅關係帶嚟巨大壓力。,呢次襲擊令到印度同巴基斯坦嘅關係好緊張。
"Accompanied by those officials, he assured Texas citizens that steps were being taken to protect the public's safety.",喺呢啲官員嘅陪同下，佢向德州市民保證，政府正喺度採取措施保障公眾安全。,佢跟住啲官員一齊向德州市民保證，會有步驟保護公眾安全。
"Perry specifically said, ""There are few places in the world better equipped to meet the challenge that is posed in this case.""",佩里特別指出：「世界上只有好少地方可以好好地應對呢種情況帶嚟嘅挑戰。」,巴利特別話，'呢單嘢世界冇幾多地方夠準備應對'。
"The governor also stated, ""Today, we learned that some school aged children have been identified as having had contact with the patient.""",州長亦都表示：「今日我哋知道一啲學童的而且確曾經同呢個病人接觸。」,鄉長都話，而家我哋知道有啲學生年齡嘅細路同病人接觸過。
"He went on to say, ""This case is serious. Rest assured that our system is working as well as it should.""",佢跟住講：「情況雖然好嚴重。但係請大家放心，我哋嘅系統依然運作正常。」,佢繼續話，呢單公案好嚴重，你哋大可放心，我哋嘅系統係照常運作嘅。
"If confirmed, the find completes Allen's eight-year search for the Musashi.",如果得到證實，艾倫對武藏號嘅八年搜尋工作就可以告一段落。,若然確定，呢個發現就結束了 Allen 喺八年年頭尋 Musashi 喺度嘅過程。
Following seabed mapping the wreck was found using an ROV.,喺海床測繪之後，呢個團隊用遙控潛水器搜尋同埋發現沉船。,跟住 seabed 地圖，用 ROV 找到咗該艘沉船。
"One of the world's richest people, Allen has reportedly invested much of his wealth in marine exploration and began his quest to find the Musashi out of a lifelong interest in the war.",艾倫係世界上最有錢嘅人之一，據報導，佢將大部分身家投資喺海洋勘探上面，仲出於對戰爭嘅終身興趣而開始尋找武藏號。,嚟自世界最富嘅人之一嘅阿倫，據報導佢已經將好多財富投資喺海洋探索，而且由於一輩子對戰爭嘅興趣，佢已經開始佢嘅尋找武藏嘅旅程。
She gained critical acclaim during her time in Atlanta and was recognized for innovative urban education.,佢喺亞特蘭大嗰陣時獲得一致好評，同埋因為創新嘅都市教育而得到肯定。,佢喺亞特蘭大嗰陣獲得廣泛好評，而且因為創新城市教育而被認識。
In 2009 she was awarded the title of National Superintendent of the Year.,佢喺2009年獲頒全國年度校長嘅頭銜 。,二零零九年佢攞到「年度全國校長」個頭銜。
"At the time of the award, Atlanta schools had seen a large improvement on test scores.",喺頒獎嗰時，亞特蘭大學校嘅考試成績有好大進步。,喺獎勵嗰陣，亞特蘭大學校嘅試驗成績見到好大進步。
"Shortly after, The Atlanta Journal-Constitution published a report showing problems with test results.",好快，《亞特蘭大憲法報》發表咗一份報告，顯示考試成績好有問題。,幾何都，亞特蘭大報紙出版咗一篇文章，話測試結果有問題。
"The report showed test scores had increased implausibly fast, and alleged the school internally detected problems but didn't act on the findings.",報告顯示考試分數以驚人嘅速度上升，學校內部似乎發現咗問題，但係對呢個發現無動於衷。,報告顯示測試成績增長得離譜，又指學校內部發現問題但冇跟進。
"Evidence thereafter indicated test papers were tampered with Hall, along with 34 other education officials, was indicted in 2013.",之後嘅證據顯示試卷曾經畀人篡改。霍爾連同其他34個教育官員喺2013年被起訴。,後嚟嘅證據顯示試卷被竄改咗，喺2013年，何氏同另外34個教育官員被控告。
The Irish government is stressing the urgency of parliamentary legislation to rectify the situation.,愛爾蘭政府強調透過議會立法矯正呢種情況好迫切。,愛爾蘭政府重點強調要緊急制定議會法案先整好情況喎。
"""It is now important from both a public health and criminal justice perspective that the legislation be enacted as soon as possible"", said a government spokesperson.",一位政府發言人講：「從公共衛生同埋刑事司法嘅角度嚟睇，盡快立法喺依家嚟講好重要。」,政府發言人話，而家從公眾健康同刑事司法嘅角度嚟講，都好重要，立法必須盡快推行。
