src,ref,hyp
科學家懷疑土衛二有活躍嘅地質活動，土星冰冷嘅E環有可能來源於呢個原因。,Scientists have suspected Enceladus as geologically active and a possible source of Saturn's icy E ring.,"Scientists suspect that Enceladus has active geological activity, which may be the reason for the source of Saturn's cold E ring."
土衛二係太陽系裡面反射度最高嘅天體，佢反射嘅太陽光大約佔入射太陽光嘅90%。,"Enceladus is the most reflective object in the solar system, reflecting about 90 percent of the sunlight that hits it.","Titan is the most reflective body in the solar system, reflecting about 90% of the incoming sunlight."
遊戲發行商 Konami 今日喺日本一份報章表明，佢哋唔會發行《費盧傑六日》(Six Days in Fallujah)呢隻遊戲。,The game publisher Konami stated today in a Japanese newspaper that they will not be releasing the game Six Days in Fallujah.,"Konami, the game publisher, announced today in a Japanese newspaper that they will not release the game ""Six Days in Fallujah."""
呢隻遊戲係以美軍同伊拉克部隊之間嘅激戰——第二次費盧傑戰役為藍本。,"The game is based on the Second Battle of Fallujah, a vicious battle between American and Iraqi forces.",This game is based on the fierce battle between the US military and Iraqi forces—the Second Battle of Fallujah.
ACMA仲發現，雖然條片喺網上流傳，不過 Big Brother 並冇違反網上內容審查嘅法律，皆因媒體仲未存喺 Big Brother 嘅網站上面。,"The ACMA also found that despite the video being streamed on the Internet, Big Brother had not breached online content censorship laws as the media had not been stored on Big Brother's website.","ACMA found that although the video was circulating online, Big Brother did not violate online content review laws because the media was still not on Big Brother's website."
廣播服務法規定咗對互聯網內容嘅監管，不過，如果要界定為網上內容，佢一定要實際儲存喺伺服器入面。,"The Broadcasting Services Act provides for the regulation of Internet content, however to be considered Internet content, it must physically reside on a server.","The Broadcasting Service Regulations stipulate the supervision of internet content, however, for something to be defined as online content, it must be actually stored on a server."
美國駐肯雅內羅比大使館發出警告，指「索馬里極端分子」正計劃喺肯亞同埃塞俄比亞發動自殺式炸彈襲擊。,"The United States embassy located in Nairobi, Kenya has issued a warning that ""extremists from Somalia"" are planning to launch suicide bomb attacks in Kenya and Ethiopia.","The U.S. Embassy in Nairobi issued a warning that ""Somali extremists"" are planning suicide bomb attacks in Kenya and Ethiopia."
美國表示收到一個未透露消息來源嘅情報，當中特別提到會用自殺式炸彈襲擊炸毀埃塞俄比亞同肯雅嘅「重要地標」。,"The U.S. says it has received information from an undisclosed source that specifically mentions the use of suicide bombers to will blow up ""prominent landmarks"" in Ethiopia and Kenya.","The United States reported receiving intelligence from an unnamed source that specifically mentioned using suicide bombers to attack and destroy ""key landmarks"" in Ethiopia and Kenya."
早喺 The Daily Show 同 The Colbert Report 之前，希克同莊遜喺 1988 年仲係華盛頓大學學生嗰陣就諗過出版一份模仿新聞同新聞報導嘅刊物。,"Long before The Daily Show and The Colbert Report, Heck and Johnson envisioned a publication that would parody the news—and news reporting—when they were students at UW in 1988.","Before The Daily Show and The Colbert Report, Chuck and Jon had already thought about publishing a publication that mimicked news and news reporting back in 1988 when they were students at the University of Washington."
自創刊以嚟，《洋蔥新聞》就已經成為一個名副其實嘅新聞搞怪帝國，擁有印刷版、10月份吸引500萬獨立訪客嘅網站、個人廣告、24小時新聞網、播客，同埋最近推出嘅世界地圖集《Our Dumb World》。,"Since its inception, The Onion has become a veritable news parody empire, with a print edition, a website that drew 5,000,000 unique visitors in the month of October, personal ads, a 24 hour news network, podcasts, and a recently launched world atlas called Our Dumb World.","Since its inception, ""Onion News"" has become a veritable news parody empire with print editions, a website attracting 5 million unique visitors in October, personal ads, a 24-hour news network, podcasts, and the recently launched world map book ""Our Dumb World."""
阿爾•戈爾（ Al Gore ）同湯美·法蘭斯將軍隨口噏咗佢哋最鍾意嘅頭條新聞（戈爾嘅頭條新聞喺《洋葱新聞》報導話，喺2000年選舉人團失敗之後，佢同蒂珀享受緊佢哋一生之中最正嘅性愛）。,Al Gore and General Tommy Franks casually rattle off their favorite headlines (Gore's was when The Onion reported he and Tipper were having the best sex of their lives after his 2000 Electoral College defeat).,"Al Gore and General Tom Francis casually mentioned their favorite headline news (Gore's headline news was reported in The Onion that after the 2000 election loss, he and Tipper were enjoying the best sex of their lives)."
佢哋許多寫手對莊·斯圖爾特（Jon Stewart）同史提芬·戈爾拔（Stephen Colbert）嘅新聞搞怪節目產生咗好大嘅影響。,Many of their writers have gone on to wield great influence on Jon Stewart and Stephen Colbert's news parody shows.,Their many writers were greatly influenced by the satirical news programs of Jon Stewart and Stephen Colbert.
今次藝術活動亦都係布加勒斯特市政廳活動嘅一部分，目的喺重新樹立羅馬尼亞首都係一個富有創意同多姿多彩嘅大都市形象。,The artistic event is also part of a campaign by the Bucharest City Hall that seeks to relaunch the image of the Romanian capital as a creative and colourful metropolis.,"This art event is also part of the Bucharest City Hall activities, aiming to re-establish the Romanian capital as a creative and vibrant metropolis."
呢個城市將會喺今年六月到八月舉行世界上最大嘅公共藝術盛事奔牛藝術節。,"The city will be the first in southeastern Europe to host CowParade, the world's largest public art event, between June and August this year.","This city will host the world's largest public art event, the Binjiang Art Festival, from June to August this year."
今日嘅公告仲延長咗政府今年3月為額外增加車廂提供資金做出嘅承諾。,Today's announcement also extended the government's commitment made in March of this year to fund extra carriages.,The announcement today has been extended with the government's commitment from March this year to provide funds for the additional provision of carriages.
額外增加300節車廂，令到車廂總數達到1300節，用嚟緩解過度擠迫嘅情況。,"An additional 300 brings the total to 1,300 carriages to be acquired to relieve overcrowding.","Adding 300 extra train carriages brings the total to 1,300, helping alleviate the extremely crowded situation."
洛杉磯警察局發言人基斯杜化·加西亞話，呢名男性疑犯正喺度接受私闖民宅調查，而唔係蓄意破壞嘅調查。,"Christopher Garcia, a spokesperson of the Los Angeles Police Department, said the suspected male offender is being investigated for trespassing rather than vandalism.","The spokesperson for the Los Angeles Police Department, Christopher Garcia, stated that the male suspect is currently undergoing an investigation for trespassing into private residences, rather than an investigation targeting intentional destruction."
標誌冇受實際嘅破壞；淨係用和平同心心標誌裝飾嘅黑色防水布整咗一下，將「O」改為小寫「e」。,"The sign was not physically damaged; the modification was done using black tarpaulins decorated with signs of peace and heart to alter the ""O"" to read lowercase ""e"".","The sign wasn't actually damaged; it was just a black waterproof cloth decorated with the peace and unity symbol, with the 'O' hastily changed to a lowercase 'e'."
短凱倫藻係一種天然嘅單細胞海洋生物，當佢哋嘅濃度高於正常水平嘅時候，就會產生紅潮。,"Red tide is caused by a higher than normal concentration of Karenia brevis, a naturally-occurring single-celled marine organism.","Red tides occur when the concentration of short-celled algae, a natural single-celled marine organism, exceeds normal levels."
自然因素可以交叉產生理想嘅條件，令到呢種藻類嘅數量劇增。,"Natural factors can intersect to produce ideal conditions, allowing this algae to increase in number dramatically.","Natural factors can interact to create ideal conditions, causing the population of this algae to surge dramatically."
呢種藻類會產生一種可以破壞人類同魚類體內神經嘅神經毒素。,The algae produces a neurotoxin that can disable nerves in both humans and fish.,These algae produce a neurotoxin that can damage human and fish nervous systems.
魚類經常因為水入面嘅毒素濃度太高而死亡。,Fish often die because of the high concentrations of the toxin in the waters.,Fish often die due to the high toxicity concentration in the water.
風同海浪會將受影響嘅水帶入空氣，人類吸入之後都會受到影響。,Humans can be affected by breathing affected water taken into the air by wind and waves.,"Wind and waves will carry affected water into the air, and humans inhaling it will also be affected."
熱帶氣旋「古努」係以馬爾代夫語嘅一種棕櫚葉袋命名，最高風速持續達到時速 240 公里（時速 149 英哩）。,"At its peak, Tropical Cyclone Gonu, named for a bag of palm leaves in the language of the Maldives, reached sustained winds of 240 kilometers an hour (149 miles per hour) .","The tropical cyclone ""Gonu"" was named after a type of palm leaf bag in the Maldivian language, with peak wind speeds reaching 240 kilometers per hour (149 miles per hour)."
今日較早之前，個風時速大約 83 公里，預計風力會繼續減弱。,"By early today, winds were around 83 km/h, and it was expect to keep weakening.","The wind was about 83 kilometers per hour earlier today, and it is expected to continue weakening."
美國 NBA 喺星期三暫停咗職業籃球賽季，原因係擔心新冠肺炎。,"On Wednesday, the United States' National Basketball Association (NBA) suspended its professional basketball season due to concerns regarding COVID-19.",The NBA in the United States temporarily suspended the professional basketball season on Wednesday due to concerns about COVID-19.
喺 NBA 作出呢個決定之前，一個猶他爵士隊球員喺新冠病毒測試顯示陽性。,The NBA's decision followed a Utah Jazz player testing positive for the COVID-19 virus.,"Before the NBA made that decision, a Utah Jazz player tested positive for COVID-19."
「根據呢塊化石得知，噉意味住分裂比分子證據預期嘅要早得多。,"""Based on this fossil, that means the split is much earlier than has been anticipated by the molecular evidence.","According to this fossil, it means that the split was much earlier than the molecular evidence predicted."
噉意味住一切都要倒退，」埃塞俄比亞裂谷研究服務中心研究員、研究嘅合著者伯哈尼·阿斯福話。,"That means everything has to be put back,"" said researcher at the Rift Valley Research Service in Ethiopia and a co-author of the study, Berhane Asfaw.","That means everything has to go backwards,」 says Berhanu Asfaw, a researcher at the Ethiopian Rift Valley Research Service Center and a co-author of the study."
直到現時為止，由於AOL喺美國得到廣泛使用，佢已經可以按自己嘅節凑去行動同開發 IM 市場。,"Until now, AOL has been able to move and develop the IM market at its own pace, due to its widespread use within the United States.","Up until now, due to its widespread use in the United States, AOL has been able to act on its own terms and develop the IM market."
但係因為呢次安排，AOL可能會失去自由。,"With this arrangement in place, this freedom might end.","However, due to this arrangement, AOL might lose its freedom."
雅虎同微軟嘅服務用戶數字加起嚟可以媲美AOL嘅客戶數量。,The number of users of the Yahoo! and Microsoft services combined will rival the number of AOL's customers.,Yahoo's and Microsoft's combined user numbers can rival AOL's customer count.
喺北岩銀行得到英國政府嘅緊急支持之後，呢間公司喺 2008 年國有化。,The Northern Rock bank had been nationalised in 2008 following the revelation that the company had received emergency support from the UK Government.,"After receiving emergency support from the British government at North Rock Bank, this company was nationalized in 2008."
北岩銀行喺 2007 年次貸危機嗰陣時受影響，曾經需要援助。,Northern Rock had required support due to its exposure during the subprime mortgage crisis in 2007.,The North Rock Bank was affected during the 2007 subprime crisis and once required assistance.
李察·布蘭臣爵士（Sir Richard Branson）旗下嘅維珍集團（Virgin Group）喺呢間銀行被國有化之前，被拒絕對佢進行投標。,Sir Richard Branson's Virgin Group had a bid for the bank rejected prior to the bank’s nationalisation.,Sir Richard Branson's Virgin Group was rejected from bidding before this bank was nationalized.
2010 年，喺國有化嘅同時，現時嘅高街銀行北岩銀行（Northern Rock plc）從「壞帳銀行」北岩資產管理公司中分拆出嚟。,"In 2010, while nationalised, the current high street bank Northern Rock plc was split from the ‘bad bank’, Northern Rock (Asset Management).","In 2010, while undergoing nationalization, the current high street bank Northern Rock plc was spun off from the ""bad debt bank"" Northern Asset Management."
維珍淨係收購咗北岩嘅「好銀行」，而唔係資產管理公司。,"Virgin have only purchased the ‘good bank’ of Northern Rock, not the asset management company.","VeraCom only acquired NorthRock's ""Good Bank,"" not an asset management company."
相信今次係歷史上第五次人類觀察到有化學證據確認火星物質墜落到地球。,This is believed to be the fifth time in history that people have observed what turned out to be chemically confirmed martian material falling to Earth.,This is the fifth time in history that humans have observed a Mars material with chemical evidence falling to Earth.
喺大約24000粒已知墜落地球嘅隕石入面，淨係得大約34粒被證實係火星隕石。,"Out of the approximately 24,000 known meteorites to have fallen to Earth, only about 34 have been verified to be martian in origin.","Out of the approximately 24,000 known meteorites that have fallen to Earth, only about 34 have been confirmed to be Mars meteorites."
當中有15粒隕石係嚟自舊年7月嘅隕石雨。,Fifteen of these rocks are attributed to the meteorite shower last July.,"Among them, 15 meteorites came from last year's July meteor shower."
當中一啲隕石喺地球非常少見，售價從每安士11000美元到22500美元不等，大約係金價嘅十倍。,"Some of the rocks, which are very rare on Earth, are being sold from US$11,000 to $22,500 per ounce, which is about ten times more than the cost of gold.","Some meteorites are extremely rare on Earth, with prices ranging from $11,000 to $22,500 per ounce, about ten times the price of gold."
比賽結束後，凱塞洛斯基依然以2250分嘅成績喺車手錦標賽領先。,"Following the race, Keselowski remains the Drivers' Championship leader with 2,250 points.","After the competition ended, Kasey Kahne still led the drivers' championship with a score of 2250 points."
莊遜落後 7 分，以 2243 分位列第二。,"Seven points behind, Johnson is second with 2,243.",Zhang Xun is trailing by 7 points with 2243 points in second place.
第三名嘅哈姆林落後 20 分，但係領先鮑耶 5 分。卡恩同小特魯斯分別以 2220 分同 2207 分排名第五同第六。,"In third, Hamlin is twenty points behind, but five ahead of Bowyer. Kahne and Truex, Jr. are fifth and sixth respectively with 2,220 and 2,207 points.","The third-place Hamlin is 20 points behind but leads Boyle by 5 points, while Kahne and small Trus are ranked fifth and sixth with 2220 points and 2207 points, respectively."
史圖特、戈登、肯塞斯同哈域克喺呢個賽季仲剩返四場比賽嘅情況下躋身車手錦標賽前十名。,"Stewart, Gordon, Kenseth, and Harvick round out the top-ten positions for the Drivers' Championship with four races remaining in the season.","Stott, Gordon, Knessis, and Harwick remain in the top ten of the drivers' championship despite having only four races left in this season."
美國海軍亦都表示佢哋正喺度調查緊呢宗意外。,The US Navy also said they were investigating the incident.,The U.S. Navy also stated that they are currently investigating this incident.
佢哋亦都喺聲明入面指出：「船員而家正喺度搏命搵緊安全撤離船隻嘅最佳方法。」,"They also said in a statement, ""The crew is currently working to determine the best method of safely extracting the ship"".","They also pointed out in the statement: ""The crew is currently fighting for the best way to safely evacuate the vessel."""
一艘復仇者級嘅反水雷艦正喺度駛向巴拉望省嘅普林塞薩港。,"An Avenger class mine countermeasures ship, the ship was on its way to Puerto Princesa in Palawan.",A复仇者级反水雷舰正在驶往巴拉望省的普林塞薩港。
佢隸屬於美國海軍第七艦隊，駐紮喺日本長崎嘅佐世保基地。,"It is assigned to the U.S. Navy’s Seventh Fleet and based in Sasebo, Nagasaki in Japan.",He is affiliated with the U.S. Navy's Seventh Fleet and is based at the Sasebo Base in Japan.
2008 年 11 月 26 日，孟買襲擊者搭船抵達，兼且攜帶手榴彈同埋自動武器，襲擊咗幾個目標，包括人來人往嘅查卓帕帝·詩華治火車總站同埋著名嘅泰姬陵酒店。,"The Mumbai attackers arrived via boat on Novemeber 26, 2008, bringing with them grenades, automatic weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel.","On November 26, 2008, Mumbai attackers arrived by boat carrying explosives and automatic weapons and attacked several targets, including the busy Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel."
大衛·黑利嘅偵察行動同埋情報收集幫咗巴基斯坦激進組織虔誠軍嘅 10 名槍手發動呢次行動。,David Headley's scouting and information gathering had helped to enable the operation by the 10 gunmen from the Pakistani militant group Laskhar-e-Taiba.,David Heyley's reconnaissance operations and intelligence gathering helped the 10 shooters from the Pakistani militant group Jaish-e-Mohammed carry out this operation.
呢次襲擊事件對印度同埋巴基斯坦之間嘅關係帶嚟巨大壓力。,The attack put a huge strain on relations between India and Pakistan.,This latest attack has brought immense pressure on the relationship between India and Pakistan.
喺呢啲官員嘅陪同下，佢向德州市民保證，政府正喺度採取措施保障公眾安全。,"Accompanied by those officials, he assured Texas citizens that steps were being taken to protect the public's safety.","Under the accompaniment of these officials, he assured the citizens of Dezhou that the government is taking measures to ensure public safety."
佩里特別指出：「世界上只有好少地方可以好好地應對呢種情況帶嚟嘅挑戰。」,"Perry specifically said, ""There are few places in the world better equipped to meet the challenge that is posed in this case.""","Perrett specifically noted: ""There are very few places in the world that can properly handle the challenges brought by situations like this."""
州長亦都表示：「今日我哋知道一啲學童的而且確曾經同呢個病人接觸。」,"The governor also stated, ""Today, we learned that some school aged children have been identified as having had contact with the patient.""","The governor also confirmed, ""Today we learned that some students have indeed been in contact with this patient."""
佢跟住講：「情況雖然好嚴重。但係請大家放心，我哋嘅系統依然運作正常。」,"He went on to say, ""This case is serious. Rest assured that our system is working as well as it should.""","He then said, ""Although the situation is very serious, please rest assured that our system is still operating normally."""
如果得到證實，艾倫對武藏號嘅八年搜尋工作就可以告一段落。,"If confirmed, the find completes Allen's eight-year search for the Musashi.","If confirmed, Alan's eight-year search for the Musashi can finally come to an end."
喺海床測繪之後，呢個團隊用遙控潛水器搜尋同埋發現沉船。,Following seabed mapping the wreck was found using an ROV.,"After mapping the seabed, the team used a remotely operated vehicle to search for and discover the wreck."
艾倫係世界上最有錢嘅人之一，據報導，佢將大部分身家投資喺海洋勘探上面，仲出於對戰爭嘅終身興趣而開始尋找武藏號。,"One of the world's richest people, Allen has reportedly invested much of his wealth in marine exploration and began his quest to find the Musashi out of a lifelong interest in the war.",艾伦是世界上最有钱的人之一，据报道，他将大部分身家投资于海洋勘探，还出于对战争的终身兴趣而开始寻找武藏号。
佢喺亞特蘭大嗰陣時獲得一致好評，同埋因為創新嘅都市教育而得到肯定。,She gained critical acclaim during her time in Atlanta and was recognized for innovative urban education.,He received unanimous praise while in Atlanta and was commended for his innovative urban education.
佢喺2009年獲頒全國年度校長嘅頭銜 。,In 2009 she was awarded the title of National Superintendent of the Year.,He was awarded the title of National Annual Principal in 2009.
喺頒獎嗰時，亞特蘭大學校嘅考試成績有好大進步。,"At the time of the award, Atlanta schools had seen a large improvement on test scores.","At the award ceremony, the exam results of the University of Atlanta showed great improvement."
好快，《亞特蘭大憲法報》發表咗一份報告，顯示考試成績好有問題。,"Shortly after, The Atlanta Journal-Constitution published a report showing problems with test results.",The Atlanta Constitution reported that the test scores had significant problems.
報告顯示考試分數以驚人嘅速度上升，學校內部似乎發現咗問題，但係對呢個發現無動於衷。,"The report showed test scores had increased implausibly fast, and alleged the school internally detected problems but didn't act on the findings.","The report shows test scores rising at an alarming rate, and it seems the school has discovered a problem but shows no concern about it."
之後嘅證據顯示試卷曾經畀人篡改。霍爾連同其他34個教育官員喺2013年被起訴。,"Evidence thereafter indicated test papers were tampered with Hall, along with 34 other education officials, was indicted in 2013.",Subsequent evidence revealed the exam had been tampered with;霍尔 along with 34 other education officials was prosecuted in 2013.
愛爾蘭政府強調透過議會立法矯正呢種情況好迫切。,The Irish government is stressing the urgency of parliamentary legislation to rectify the situation.,The Irish government emphasized that it is urgent to correct this situation through legislative action by the parliament.
一位政府發言人講：「從公共衛生同埋刑事司法嘅角度嚟睇，盡快立法喺依家嚟講好重要。」,"""It is now important from both a public health and criminal justice perspective that the legislation be enacted as soon as possible"", said a government spokesperson.","A government spokesperson said, ""From the perspectives of public health and criminal justice, passing legislation quickly is very important right now."""
衛生部長唔單止對利用所涉物質臨時合法性嘅人士嘅福利表示關注，而且對修改現時違憲內容生效以嚟所宣佈嘅同毒品有關嘅定罪表示關注。,"The Health Minister expressed concern both for the welfare of individuals taking advantage of the temporary legality of the substances involved, and for drug-related convictions handed down since the now-unconstitutional changes came into effect.",The Health Minister is concerned not only about the welfare of individuals who have temporarily benefited from the legality of the substances involved but also about the convictions announced related to drugs since the current unconstitutional content has been modified into effect.
當日較早前，查克喺意大利科維爾恰諾進行季前訓練。喺禮拜日同博洛尼亞嘅比賽之前，佢住喺球隊嘅酒店。,Jarque was practicing during pre-season training at Coverciano in Italy earlier in the day. He was staying in the team hotel ahead of a match planned for Sunday against Bolonia.,"On the earlier part of that day, Chak was conducting pre-season training in Italy's Crema, and he was staying at the team's hotel before the match against Bologna on Sunday."
喺禮拜日同博洛尼亞嘅比賽之前，佢住喺球隊嘅酒店。,He was staying in the team hotel ahead of a match planned for Sunday against Bolonia.,He was staying at the team's hotel before the match against Bologna on Sunday.
當時，巴士上嘅樂隊正去緊位於密蘇里州嘅聖路易斯六旗遊樂場，帶畀座無虛席嘅觀眾表演。,The bus was headed to Six Flags St. Louis in Missouri for the band to play to a sold-out crowd.,"At that time, the band on the bus was heading to Six Flags St. Louis in Missouri to perform for a captivated audience."
目擊者話，禮拜六凌晨 1 點 15 分，巴士過緊一盞綠燈，呢個時候有部車喺前面轉彎。,"At 1:15 a.m. Saturday, according to witnesses, the bus was going through a green light when the car made a turn in front of it.","Witnesses say at 1:15 a.m. on Saturday, a bus was caught in a red light, and at that moment, a car turned in front of it."
截至八月九號夜晚，莫拉克嘅風眼距離中國福建省大約七十公里。,"As of the night of August 9, the eye of Morakot was about seventy kilometres away from the Chinese province of Fujian.","By August 9th evening, the eye of Morakot was approximately seventy kilometers away from Fujian Province, China."
颱風預計以時速十一公哩嘅速度移向中國。,The typhoon is estimated to be moving toward China at eleven kph.,The typhoon is expected to move towards China at a speed of eleven kilometers per hour.
乘客喺華氏90度嘅高溫之下等緊嘅時候獲派發清水。,Passengers were given water as they waited in 90(F)-degree heat.,Passengers were given water while waiting in the high temperature of 90°F.
消防隊長史葛·古恩斯話：「嗰日聖克拉拉天氣炎熱，氣溫高達華氏90幾度。」,"Fire captain Scott Kouns said, ""It was a hot day in the Santa Clara with temperatures in the 90s.","Fire Chief 史葛·古恩斯 said, ""It was hot in San Jose that day, with temperatures reaching the high 80s Fahrenheit."""
至少可以說明，喺過山車上面被困，每時每刻都係唔舒服嘅，而且當時至少用咗一個鐘頭先將第一個人救出。」,"Any length of time trapped on a roller coaster would be uncomfortable, to say the least, and it took at least an hour to get the first person off the ride.""","At least it can be explained that being stuck on the roller coaster is uncomfortable every moment, and it took at least one hour to rescue the first person at that time."
舒麥加曾經贏得一級方程式錦標賽嘅冠軍七次，佢喺2006年退役，原定佢代替受傷嘅菲利普·馬沙出賽。,"Schumacher who retired in 2006 after winning the Formula 1 championship seven times, was due to replace the injured Felipe Massa.","Shu Mackay, a former Formula 1 champion who won the championship seven times, was scheduled to replace the injured Felipe Massa in 2006 after retiring."
喺2009年嘅匈牙利大獎賽，馬沙發生意外，佢個頭受到重創。,The Brazilian suffered a serious head injury after a crash during the 2009 Hungarian Grand Prix.,"At the 2009 Hungarian Grand Prix, Massa had an accident where his head was severely injured."
馬沙肯定至少會缺陣2009賽季剩低嘅賽事。,Massa is due to be out for at least the rest of the 2009 season.,McShay is definitely out for at least the rest of the 2009 season.
總統大臣羅德里戈·阿里亞斯講話，阿里亞斯嘅病毒測試呈輕度陽性。,"Arias tested positive for a mild case of the virus, Presidential Minister Rodrigo Arias said.","President Rodrigo Duterte spoke, and his virus test came back slightly positive."
總統嘅情況穩定，但會係屋企隔離幾日。,"The president's condition is stable, though he will be isolated at home for several days.","The President's condition is stable, but he will be home for the next few days."
除咗發燒同埋喉嚨痛之外，我感覺唔錯，身體情況良好，可以遙距做嘢。,"""Apart from the fever and a sore throat, I feel well and in good shape to carry out my work by telecommuting.","Besides having a fever and a sore throat, I feel fine, my condition is good, and I can work remotely."
我預計喺禮拜一返返工。」阿里亞斯喺一份聲明入面話。,"I expect to return to all my duties on Monday,"" Arias said in a statement.","""I expect to go back to work on Monday,"" Arias said in a statement."
費利西亞曾經係薩菲爾-辛普森颶風量表裡面嘅 4 級風暴，喺禮拜二消散之前減弱為熱帶低氣壓。,"Felicia, once a Category 4 storm on the Saffir-Simpson Hurricane Scale, weakened to a tropical depression before dissipating Tuesday.",Felicity was once a Category 4 hurricane on the Saffir-Simpson scale before weakening to a tropical depression before dissipating on Tuesday.
颶風嘅殘留相關雨帶為大部分島嶼帶嚟陣雨，但至今冇收到破壞或者水浸報告。,"Its remnants produced showers across most of the islands, though as of yet, no damage or flooding has been reported.","The remnants of the typhoon's rainbands have brought rain to most islands, but no reports of damage or flooding have been received so far."
瓦胡島上面嘅降雨量高達 6.34 英吋，被形容為「有利嘅」。,"The precipitation, reaching 6.34 inches at a gauge on Oahu, was described as ""beneficial"".","The rainfall on Wahu Island reached 6.34 inches and was described as ""favorable."""
局部降雨仲伴隨著雷暴同埋頻繁閃電。,Some of the rainfall was accompanied by thunderstorms and frequent lightning.,Localized rainfall is accompanied by thunderstorms and frequent lightning.
Twin Otter 尋日成爲巴布亞新幾內亞航空公司嘅 CG4684 航班嘗試降落喺科科達機場，但係中止咗一次。,"The Twin Otter had been trying to land at Kokoda yesterday as Airlines PNG Flight CG4684, but had aborted once already.",The Twin Otter searching for the sun attempted to land at Kokoda Airport as PAPUA NEW GUINEA AIRLINES' flight CG4684 but was aborted.
佢喺第二次降落前十分鐘失聯。,About ten minutes before it was due to land from its second approach it disapeared.,He went missing ten minutes before the second landing.
今日已經確定咗墜機地點。因為地處偏僻，兩個警察空降入到叢林，徒步行到現場搜尋生還者。,The crash site was located today and is so inaccessable that two policemen were dropped into the jungle in order to hike to the scene and seek survivors.,"The crash site has been confirmed today, and since it's in a remote area, two police officers were dropped into the jungle and walked to the scene to search for survivors."
令到飛機中止降落嘅惡劣天氣同樣阻礙救援行動。,The search had been hampered by the same bad weather that had caused the aborted landing.,The terrible weather that forced the plane to abort its landing also hindered the rescue efforts.
據報導，麥克白大街嘅一間公寓因氣體洩漏發生爆炸。,"According to reports, an apartment on Macbeth Street exploded due to a gas leak.","According to reports, an explosion occurred at an apartment on麦克白大街 due to a gas leak."
隔籬屋打電話通知煤氣洩漏之後，煤氣公司嘅一個職員就接報抵達現場。,An official with the gas company was reporting to the scene after a neighbor called about a gas leak.,"After the neighbor called to report a gas leak, a representative from the gas company arrived at the scene."
呢個職員抵達嘅時候，公寓就發生咗爆炸。,"When the official arrived, the apartment exploded.",The apartment exploded when that staff member arrived.
雖然冇重大傷亡報告，但係爆炸現場至少有 5 個人因為受驚而接受治療。,"No major injuries were reported, but at least five people on scene at the time of the explosion were treated for symptoms of shock.","Although there were no major casualties reported, at least five people at the explosion scene received treatment for shock."
公寓入面一個人都冇。,No one was inside the apartment.,There's no one inside the apartment.
當時，呢個地區疏散咗差唔多 100 個居民。,"At the time, nearly 100 residents were evacuated from the area.","At that time, about 100 residents were evacuated from that area."
高爾夫球、橄欖球都會重返奧運會。,Both golf and rugby are set to return to the Olympic Games.,Golf and rugby will return to the Olympics.
今日，喺柏林舉行嘅國際奧委會執行董事會會議裡面，國際奧委會投票決定納入呢啲體育項目。橄欖球（具體嚟講，橄欖球聯合會）同埋高爾夫喺其他五項運動當中脫穎而出，成為奧運會嘅參賽項目。,"The International Olympic Committee voted to include the sports at its executive board meeting in Berlin today. Rugby, specifically rugby union, and golf were selected over five other sports to be considered to participate in the Olympics.","At today's meeting of the International Olympic Committee Executive Board held in Berlin, the IOC voted to include these sports, with rugby (specifically, the Rugby Union) and golf emerging as the standout choices among the five other sports to become Olympic events."
壁球、空手道同埋滾軸溜冰運動連同喺 2005 年被踢出奧運會嘅棒球同壘球爭取列入奧運會項目。,"Squash, karate and roller sports tried to get onto the Olympic program as well as baseball and softball, which were voted out of the Olympic Games in 2005.","Squash, karate, and roller skating are seeking to be included in the Olympics alongside baseball and softball, which were kicked out in 2005."
呢項投票依然要喺 10 月份嘅哥本哈根國際奧委會會議上得到全體成員嘅批准。,The vote must still be ratified by the full IOC at it's October meeting in Copenhagen.,These votes still need to be approved by all members at the Copenhagen International Olympic Committee meeting in October.
並唔係所有人都支持將女性納入排名。,Not all were supportive of the inclusion of the women’s ranks.,Not everyone supports including women in the rankings.
2004 年奧運會銀牌得主阿米爾·汗話：「內心深處，我認為女性唔應該參加比賽。呢個係我嘅意見。」,"2004 Olympic silver medallist Amir Khan said, ""Deep down I think women shouldn’t fight. That’s my opinion.""","The 2004 Olympics silver medalist Amir Khan said, ""Deep down, I believe women shouldn't participate in this competition. This is my opinion."""
就算係咁，但係佢話佢會喺倫敦舉行嘅2012年奧運會支持英國選手。,Despite his comments he said he will be supporting the British competitors at the 2012 Olympics being held in London.,"Even so, he said he would support the British athletes at the London 2012 Olympics."
審訊喺伯明翰皇家法院進行，喺8月3號審結。,The trial took place at Birmingham Crown Court and concluded on August 3.,The hearing took place at the Birmingham Royal Court and concluded on August 3rd.
呢名主持人喺現場被捕，佢否認襲擊，而且聲稱佢用碌桿自衛用，保護自己唔駛畀30個人向佢掟嘅樽所傷。,"The presenter, who was arrested at the scene, denied the attack and claimed he used the pole to protect himself from bottles being thrown at him by up to thirty people.","The host, who was arrested on-site, denied the assault and claimed he used a stick for self-defense to protect himself from being injured by the 30 bottles thrown at him."
